T,S,Score
999,0,0.3101457588877292
1009,0,0.14163623395129032
1019,0,0.21484665559447857
1029,0,0.2229965104288879
1039,0,0.3025692189414033
1049,0,0.1853629728380699
1059,0,0.2195534560655067
1069,0,0.03038694079412263
1079,0,0.17293097221783293
1089,0,0.11294912395357493
1099,0,0.12038333191023798
1109,0,0.15607302711573123
1119,0,0.13103676176632317
1129,0,0.10438338451015894
1139,0,0.1214462262834356
1149,0,0.13917147864080248
1159,0,0.08814679781376122
1169,0,0.15659104502958887
1179,0,0.1645406535189211
1189,0,-0.0015298096034789266
1199,0,0.02055192500315972
1209,0,0.2501901969689264
1219,0,-0.05523008980003352
1229,0,0.13105865623214263
1239,0,0.14849576308756296
1249,0,0.1368050835878376
1259,0,0.06133730661589232
1269,0,0.041137361326846866
1279,0,0.1501734740263937
1289,0,0.013665474354704776
1299,0,0.1343478458438283
1309,0,0.06635193477550005
1319,0,0.017996309961088808
1329,0,0.050289132382393964
1339,0,-0.020943600791142547
1349,0,-3.875474297332371e-05
1359,0,-0.00045033576612141246
1369,0,-0.0896710397700482
1379,0,-0.042045572371755324
1389,0,-0.04065657479548135
1399,0,0.012041998839675716
1409,0,0.0020051481794126635
1419,0,0.016930808864069835
1429,0,0.0990104159708175
1439,0,0.010806230040144249
1449,0,-0.08402842186331028
1459,0,-0.05133246872091557
1469,0,-0.08339274782814654
1479,0,-0.13833592510171644
1489,0,-0.07796512783782639
1499,0,-0.0006832755684544889
1509,0,0.004072282303617003
1519,0,-0.17373076855220804
1529,0,-0.08294797938975895
1539,0,-0.170075267461973
1549,0,-0.18705495229655233
1559,0,-0.19166315376147147
1569,0,-0.2308635645401358
1579,0,-0.20358862229833974
1589,0,-0.21419121438046707
1599,0,-0.2554277691288289
1609,0,-0.2779731071072522
1619,0,-0.21335180919810348
1629,0,-0.21706396851561482
1639,0,-0.14002331184341155
1649,0,-0.21477793175855664
1659,0,-0.1887957883756014
1669,0,-0.20539225397168048
1679,0,-0.16241967051128192
1689,0,-0.05008560486533564
1699,0,-0.01940814381659406
1709,0,0.016334343484929903
1719,0,0.07346758112834995
1729,0,0.038251469694352114
1739,0,0.07038758798143241
1749,0,-0.03646770844638503
1759,0,0.07478986781349894
1769,0,-0.02689501215225687
1779,0,0.09273291925743643
1789,0,0.12227546912575837
1799,0,0.04469504918389833
1809,0,0.09812516144446204
1819,0,0.04933828084464642
1829,0,0.06499457747761306
1839,0,0.08449091051478108
1849,0,0.22167185599860895
1859,0,-0.014794666429718717
1869,0,0.10140916665067157
1879,0,0.08525183646135925
1889,0,0.01850415151228557
1899,0,0.028177025150009638
1909,0,-0.025482851014838603
1919,0,0.04482131157257796
1929,0,0.10524843003607876
1939,0,0.22188033305244903
1949,0,0.25244384716081114
1959,0,0.3458776793698324
1969,0,0.23327004918100203
1979,0,0.1806921355712826
1989,0,0.16946970552309948
1999,0,0.1534859849296728
2009,0,0.21520495449327381
2019,0,0.08816641861200569
2029,0,0.09705371580812461
2039,0,0.054608067595990684
2049,0,-0.06449832894436158
2059,0,0.09935758438733211
2069,0,0.08871005115282216
2079,0,0.07487713724853062
2089,0,0.18222501261602708
2099,0,-0.020937701050368518
2109,0,0.08385726797384985
2119,0,-0.040197895082818125
2129,0,0.023126254643624722
2139,0,0.014633608651749341
2149,0,-0.05011469690339965
2159,0,-0.053450174665392036
2169,0,-0.12423859370650991
2179,0,-0.10596800516848426
2189,0,-0.07830648204200741
2199,0,-0.06789242972951992
2209,0,-0.045858079680597186
2219,0,0.05350494962516339
2229,0,0.15319031334323363
2239,0,0.0765674685137977
2249,0,0.20684570415329495
2259,0,0.20640285252048696
2269,0,0.3940476816489872
2279,0,0.3158126606962872
2289,0,0.3939681919218152
2299,0,0.43232387110615655
2309,0,0.4854132697054525
2319,0,0.451085408854093
2329,0,0.46135552669843904
2339,0,0.4877071164590657
2349,0,0.4167124475366286
2359,0,0.39332667462543147
2369,0,0.44122755102960154
2379,0,0.4146774286780276
2389,0,0.37939028828603205
2399,0,0.25805248964690464
2409,0,0.25020002832421795
2419,0,0.3088010615447915
2429,0,0.2371817175820684
2439,0,0.20277539031409697
2449,0,0.30505806930939283
2459,0,0.29088295927973584
2469,0,0.24152237147165878
2479,0,0.3058584559684029
2489,0,0.10515993120090839
2499,0,0.08689068301980563
2509,0,0.11352261443299871
2519,0,0.12714389352118072
2529,0,0.2324091964746603
2539,0,0.09879929500185769
2549,0,0.08337603413738515
2559,0,0.00029213458006238646
2569,0,0.06369922863582167
2579,0,-0.04300093179924058
2589,0,-0.04848360769229276
2599,0,-0.05923946840925054
2609,0,-0.041252662764335146
2619,0,-0.18958687652598838
2629,0,-0.14265221826736263
2639,0,-0.30511112182131295
2649,0,-0.15949990013826232
2659,0,-0.2199994203936615
2669,0,-0.2980518888729706
2679,0,-0.2472792162393268
2689,0,-0.22484752113033568
2699,0,-0.2796520699737558
2709,0,-0.17471742913317745
2719,0,-0.07097440175524172
2729,0,-0.06276321881580893
2739,0,-0.04950994593324365
2749,0,-0.15935116435278063
2759,0,-0.0600735425386828
2769,0,0.03204829872475079
2779,0,-0.010627266950413272
2789,0,-0.04394231504772261
2799,0,0.05252518411024054
2809,0,0.061268263582309745
2819,0,0.08694545872723514
2829,0,0.013179784063382272
2839,0,0.1481653711502776
2849,0,0.12007854741028579
2859,0,0.06558967046053144
2869,0,0.05276655645751227
2879,0,0.0617140107693438
2889,0,0.11779441902244181
2899,0,0.06394661248632205
2909,0,0.28385076825358635
2919,0,0.24960004456360607
2929,0,0.39929663769844237
2939,0,0.22743256387905808
2949,0,0.22227222062860308
2959,0,0.3089396679064178
2969,0,0.11727906829059498
2979,0,0.2002792833069602
2989,0,0.26013127649547285
2999,0,0.08459699790443509
3009,0,0.15906853218506256
3019,0,0.10851329494873063
3029,0,0.12264235365567322
3039,0,0.1657003299634754
3049,0,0.12266859502822802
3059,0,0.14975339598181414
3069,0,0.1748311784878197
3079,0,-0.001990097083151232
3089,0,-0.06509439487369384
3099,0,0.012152822943697572
3109,0,-0.01791764221688541
3119,0,0.006268076247819776
3129,0,0.05073637529406405
3139,0,-0.038571076583924224
3149,0,0.01197831633265134
3159,0,-0.015622231829099276
3169,0,-0.00128734347288606
3179,0,-0.055651459088638555
3189,0,-0.0067101674337248784
3199,0,-0.053797375222615074
3209,0,0.015556852485053452
3219,0,0.1754860518173188
3229,0,0.1462308005376074
3239,0,0.21125185644709765
3249,0,0.21189672788036473
3259,0,-0.037634246103500635
3269,0,0.12503819536636052
3279,0,0.20215175623094717
3289,0,0.23197104098355492
3299,0,0.17771873749622658
3309,0,0.10639974437793642
3319,0,0.00264538589223251
3329,0,0.019162961014290936
3339,0,-0.03646970993115539
3349,0,-0.05775100980017467
3359,0,-0.027312601103075873
3369,0,0.028810165847259595
3379,0,0.10254998259457893
3389,0,0.1867569012540562
3399,0,0.07834901057042587
3409,0,0.09133276708540594
3419,0,0.011161985174166222
3429,0,0.06046590571158417
3439,0,0.06576550913015389
3449,0,0.24501295023618563
3459,0,0.12212520994649911
3469,0,0.0965461312057414
3479,0,0.08445632319980445
3489,0,-0.08422533322470882
3499,0,0.0018772697930167226
3509,0,-0.019388710547692645
3519,0,-0.29253054389499566
3529,0,-0.09734151037347138
3539,0,-0.08703192706736085
3549,0,-0.1703525863370322
3559,0,-0.13467162958479706
3569,0,-0.17411237303508076
3579,0,-0.11090555069372576
3589,0,-0.17253015888089995
3599,0,-0.04472225612407832
3609,0,-0.11144733261888518
3619,0,0.14229221493427224
3629,0,0.11422375422179942
3639,0,0.18063530724077637
3649,0,-0.03860469374220121
3659,0,-0.07213584285058205
3669,0,-0.18187501260269212
3679,0,-0.08867996529543509
3689,0,-0.1276404428301653
3699,0,-0.06637311953998781
3709,0,-0.002408117923352493
3719,0,-0.13669517479519688
3729,0,-0.11844921538964803
3739,0,-0.07610624042949665
3749,0,-0.05464200632932514
3759,0,0.006094600027133357
3769,0,-0.026683231386146367
3779,0,0.06350710288642858
3789,0,0.1813137277521799
3799,0,0.09157450085488317
3809,0,-0.0671326136115773
3819,0,-0.05657380712823956
3829,0,-0.08940571722750279
3839,0,-0.11160220758753381
3849,0,-0.11507737121757489
3859,0,-0.26593411218897145
3869,0,-0.15582971999371997
3879,0,-0.03979316973493019
3889,0,0.035970976563868606
3899,0,-0.043524688932213285
3909,0,-0.02477537581728284
3919,0,-0.19921310591729946
3929,0,-0.02091970200321691
3939,0,0.13587300064653052
3949,0,0.062328332427858735
3959,0,0.0672125229127305
3969,0,-0.04746444290221985
3979,0,0.013311400665525053
3989,0,-0.06155289508115247
3999,0,-0.03357316025306978
4009,0,0.01874452096433099
4019,0,-0.0076476936655826
4029,0,-0.05941153539012756
4039,0,-0.011341728545997465
4049,0,0.08403401717830972
4059,0,0.07642954736034835
4069,0,0.020670969831332764
4079,0,0.1319729972145307
4089,0,0.14929933074913082
4099,0,0.1365453924568344
4109,0,0.09695909522681045
4119,0,0.2531717123783287
4129,0,0.31476186258373084
4139,0,0.12236179020629556
4149,0,0.11936191165272458
4159,0,0.06071426697948579
4169,0,-0.010486193422745593
4179,0,0.05667807045298989
4189,0,-0.051614813612236854
4199,0,0.021463533332451545
4209,0,0.006404812422578066
4219,0,-0.09780006290094134
4229,0,-0.0587196814325226
4239,0,-0.043042423897531656
4249,0,-0.07013850789960085
4259,0,0.07481929580343616
4269,0,-0.0014142682969098264
4279,0,-0.12145669245813717
4289,0,-0.09895837126264917
4299,0,-0.1271591486726571
4309,0,-0.1860247751122034
4319,0,-0.2597887653153115
4329,0,-0.17914353099668645
4339,0,-0.07215058133908403
4349,0,-0.10802528966878888
4359,0,-0.12503578355849088
4369,0,-0.22587867553687435
4379,0,-0.016439956741538864
4389,0,-0.10562862757231195
4399,0,-0.10560112316629611
4409,0,-0.10699803129199725
4419,0,-0.07351950893931325
4429,0,-0.016365513776920415
4439,0,0.09045132037722248
4449,0,0.0069963273157248596
4459,0,-0.03376341503069402
4469,0,0.05899726901255964
4479,0,0.09123845126485386
4489,0,0.036391478396123444
4499,0,-0.012235535514583895
4509,0,-0.011602016135837334
4519,0,-0.15182796499494455
4529,0,-0.025716396369275918
4539,0,-0.10771568873230797
4549,0,0.0022944359175866014
4559,0,0.07123068356106776
4569,0,0.04166099213415353
4579,0,0.08194033042466276
4589,0,0.07810450031653471
4599,0,0.10134229890611135
4609,0,0.1404039897446051
4619,0,0.20877625406966716
4629,0,0.23161705288072787
4639,0,0.1616298611181738
4649,0,0.028674869618533827
4659,0,0.03818569002446093
4669,0,0.07709817440725941
4679,0,0.018815647448109152
4689,0,0.03770905871080732
4699,0,0.053915103128231334
4709,0,-0.054126726815617254
4719,0,-0.11576124779146912
4729,0,-0.042452784903273644
4739,0,-0.027109092308903127
4749,0,-0.005494865471768029
4759,0,0.11464257695980995
4769,0,-0.0307001612860186
4779,0,-0.11894180041285707
4789,0,-0.02830642540766315
4799,0,0.04422703315349774
4809,0,0.01225894516430015
4819,0,-0.02731049482657688
4829,0,0.04768781995021232
4839,0,-0.0660603137371033
4849,0,-0.05850654304417857
4859,0,-0.18591415466091943
4869,0,-0.11577678581135209
4879,0,-0.09242009783802363
4889,0,-0.18009560132311397
4899,0,-0.007358461709471298
4909,0,-0.0467821845042703
4919,0,-0.047110684167601224
4929,0,-0.050093496711405394
4939,0,0.04944391110111046
4949,0,-0.020351109940969003
4959,0,-0.06494614103328422
4969,0,0.008725251408795098
4979,0,0.05201834332906541
4989,0,0.06693089808927088
4999,0,-0.06331791491983552
5009,0,-0.1153845705732679
5019,0,-0.08967373090164876
5029,0,-0.03573058060714496
5039,0,-0.04054955928538018
5049,0,0.018658856996965678
5059,0,-0.13205421092573222
5069,0,-0.008710468804801197
5079,0,-0.029113112778769823
5089,0,0.04796435435670454
5099,0,0.001866501877860749
5109,0,-0.08159381546616984
5119,0,-0.08370261709997517
5129,0,-0.13013229782190106
5139,0,-0.05543640679368622
5149,0,-0.13600782029756742
5159,0,-0.12266517337728511
5169,0,-0.08264829277587427
5179,0,-0.21638994182233684
5189,0,-0.29428630261350996
5199,0,-0.24752342457569732
5209,0,-0.16694152871275647
5219,0,-0.2114321123537658
5229,0,-0.0480857689855424
5239,0,-0.16256803960336086
5249,0,-0.15802535873276924
5259,0,-0.20829992340571213
5269,0,-0.08594503463108705
5279,0,-0.10319151529305015
5289,0,-0.06641114751932609
5299,0,-0.09689518010228604
5309,0,0.0017121268836224335
5319,0,0.002949356674920023
5329,0,-0.10580524848392092
5339,0,-0.09248178240169558
5349,0,-0.1321413359201934
5359,0,-0.10771091510812192
5369,0,-0.34757803257806286
5379,0,-0.14054177325666772
5389,0,-0.02898340567621216
5399,0,-0.11083180250218627
5409,0,-0.17892447741640805
5419,0,-0.09277990135366987
5429,0,-0.1444367909922436
5439,0,-0.06259874953767819
5449,0,-0.14781326334178035
5459,0,-0.17270222039929584
5469,0,-0.011029818219893683
5479,0,-0.09917903798478722
5489,0,-0.01439597101722423
5499,0,-0.005384508083433492
5509,0,0.0012412096314464716
5519,0,0.053530857019136735
5529,0,-0.0752315737091308
5539,0,0.0013327313042202915
5549,0,0.06001266645732384
5559,0,0.08612983416534958
5569,0,0.02417137003829517
5579,0,0.01273990602423436
5589,0,0.08255316981463223
5599,0,-0.01553310593400603
5609,0,0.0536988916522938
5619,0,0.12432905496299518
5629,0,0.0007596341157526387
5639,0,-0.08434634088317805
5649,0,-0.12765900597387303
5659,0,-0.012732460522409839
5669,0,0.050374887771811316
5679,0,-0.03996676031269908
5689,0,0.05365393381291106
5699,0,-0.10754508636255933
5709,0,-0.011785040647120493
5719,0,-0.09120074224166441
5729,0,0.006428109169479779
5739,0,0.0237325985503567
5749,0,-0.005733410196301358
5759,0,0.11127740307676803
5769,0,0.13088631037595233
5779,0,0.01527966975003836
5789,0,0.05384828847953338
5799,0,0.04576316687756732
5809,0,0.11646223760031416
5819,0,0.059301850247964305
5829,0,0.08595167047938257
5839,0,0.021084440324240394
5849,0,0.02188172803955779
5859,0,0.0018438863590869436
5869,0,-0.16007699700665923
5879,0,-0.0436304413777191
5889,0,-0.033303862715453936
5899,0,-0.0317784836754087
5909,0,-0.05975876136725344
5919,0,-0.04852644992151267
5929,0,0.0219882125379689
5939,0,-0.0877117097505361
5949,0,-0.06038768174857523
5959,0,-0.0033374494921143416
5969,0,0.017248948263712593
5979,0,-0.028876958157000976
5989,0,-0.12963671413891353
5999,0,-0.19654602453024805
6009,0,-0.14485331909955312
6019,0,-0.02232285986195215
6029,0,-0.006012425214637851
6039,0,0.0681252126998887
6049,0,0.09648035702113955
6059,0,0.02209494121613509
6069,0,0.002045261021866529
6079,0,0.028411655470921504
6089,0,-0.049590693058560786
6099,0,-0.01627675271463669
6109,0,-0.03006965619721491
6119,0,0.02857627639827809
6129,0,0.038858816769383964
6139,0,0.0343534745406312
6149,0,-0.04088174534729305
6159,0,0.0777242022740885
6169,0,-0.021155064905431176
6179,0,-0.1608250205376589
6189,0,-0.06339621229650849
6199,0,-0.11465966668017014
6209,0,-0.020900902466147286
6219,0,-0.09391469387310081
6229,0,-0.047309391214157004
6239,0,-0.08423763978736754
6249,0,0.016357229477706348
6259,0,0.014487525997422979
6269,0,-0.005442944233100877
6279,0,0.10792764274190292
6289,0,0.16177162289570213
6299,0,0.11471301753899099
6309,0,0.07271187120167621
6319,0,0.08429744170425002
6329,0,-0.00014308591581957408
6339,0,-0.05346042761019798
6349,0,0.02096956019440155
6359,0,-0.0346375076364398
6369,0,-0.1218975326857561
6379,0,-0.13841091941830608
6389,0,-0.03287896294928261
6399,0,-0.11580490126054743
6409,0,-0.07468941769497761
6419,0,-0.18734006355549981
6429,0,-0.12491963042398313
6439,0,-0.14893655492620306
6449,0,-0.128726993301025
6459,0,-0.04643182925551559
6469,0,-0.01607352719131494
6479,0,0.08063609229716884
6489,0,0.13175646935170793
6499,0,0.08121535391147594
6509,0,0.15758927012335955
6519,0,0.18428115617115204
6529,0,0.12519173146759965
6539,0,0.3476907174720496
6549,0,0.21654905389526358
6559,0,0.2040238046049745
6569,0,0.3636157920887012
6579,0,0.32457991156773436
6589,0,0.33800774292386004
6599,0,0.4547579763356653
6609,0,0.3415840783190097
6619,0,0.3911942740477645
6629,0,0.39281714916134736
6639,0,0.26727307353990504
6649,0,0.11744186435483728
6659,0,0.05015099188842509
6669,0,0.008816698286031044
6679,0,0.0930460048510201
6689,0,0.061460873712396946
6699,0,0.07826742639013073
6709,0,0.06237607315071492
6719,0,0.03252517462218463
6729,0,-0.013804337305129977
6739,0,0.04295926733975286
6749,0,-0.06954754580531408
6759,0,0.05071324440623903
6769,0,0.09655297749149006
6779,0,-0.004564214587829296
6789,0,0.1527487780030059
6799,0,0.211111023481098
6809,0,0.30168424081805
6819,0,0.20636411687010348
6829,0,0.22210953538198486
6839,0,0.34478610080981753
6849,0,0.4927019656776688
6859,0,0.24033382300867612
6869,0,0.2887814965453639
6879,0,0.15497501706320338
6889,0,0.10086445181195036
6899,0,0.17949076142618037
6909,0,0.12842873162890356
6919,0,0.04132007675572924
6929,0,0.041111020621807826
6939,0,0.09664574809575055
6949,0,0.057292306561194106
6959,0,0.03653517143730334
6969,0,0.19519957437586366
6979,0,0.27299813910689463
6989,0,0.36724303887499155
6999,0,0.36746296575249693
7009,0,0.39307197469941324
7019,0,0.1978224425590921
7029,0,0.21689431530148506
7039,0,0.26341540250030526
7049,0,0.30277906398386933
7059,0,0.26916364859785524
7069,0,0.24869513471705762
7079,0,0.2521484751145835
7089,0,0.21425827760067295
7099,0,0.21731685960925462
7109,0,0.28802260014988623
7119,0,0.08347640991754102
7129,0,0.1626819706433823
7139,0,0.09558189178826504
7149,0,0.08023140607374979
7159,0,0.02439073064997499
7169,0,0.018312527070031392
7179,0,0.08360792900265512
7189,0,0.02811177012717847
7199,0,0.07434586429590895
7209,0,0.10757914731619622
7219,0,0.006895244138768186
7229,0,0.0550152908297975
7239,0,-0.03618772898918454
7249,0,0.047027543202761146
7259,0,-0.04306234547081722
7269,0,-0.04110765466864297
7279,0,-0.12927996471157588
7289,0,-0.2576717385351791
7299,0,-0.16851007934861173
7309,0,-0.09181707945211703
7319,0,-0.11797440267967729
7329,0,-0.23030706333684448
7339,0,-0.06855078657436953
7349,0,-0.08005214602078825
7359,0,-0.0815941085679679
7369,0,-0.1261986281486398
7379,0,-0.11458360756175945
7389,0,-0.18485073926379514
7399,0,-0.1457564655742387
7409,0,-0.169789525875917
7419,0,-0.1599624649853102
7429,0,-0.18662611971471732
7439,0,-0.08712275411574844
7449,0,-0.06609836951752457
7459,0,-0.12549777664135375
7469,0,-0.11361337472791189
7479,0,-0.16893374818996443
7489,0,-0.01924612157645067
7499,0,-0.0035541110589745184
7509,0,0.011842578887757305
7519,0,-0.035487851213056976
7529,0,0.004900856066540893
7539,0,-0.045649722571980855
7549,0,-0.05471588405459704
7559,0,-0.1547517154717324
7569,0,-0.09231674058902972
7579,0,-0.07719682262691108
7589,0,-0.19241462264010756
7599,0,-0.12953050283604084
7609,0,-0.12972162390326425
7619,0,-0.2038110353185879
7629,0,-0.1874709548705158
7639,0,-0.14302852392080212
7649,1,-0.24611412908169272
7659,1,-0.1269209481691278
7669,1,0.22288748212249532
7679,1,0.30951397569933325
7689,1,0.7370133003664021
7699,1,1.3215748658662756
7709,1,1.2368141225983358
7719,1,1.938287708362635
7729,1,2.4875778352341555
7739,1,2.5712557201211954
7749,1,2.7777463945812277
7759,1,3.1495894237295756
7769,1,3.304015715408862
7779,1,3.5831184157853087
7789,1,3.7301528833557023
7799,1,3.9841897506321744
7809,1,4.292950569785665
7819,1,4.3619283762607495
7829,1,4.642494957446985
7839,1,5.450791218835924
7849,1,5.747998880301963
7859,1,6.276214587004668
7869,1,5.858193600216666
7879,1,6.3840959150884125
7889,1,6.88825657228183
7899,1,6.521738290367916
7909,1,7.0193872455948325
7919,1,7.587773504469962
7929,1,8.234953424973355
7939,1,7.6277974103849715
7949,1,8.677249844769781
7959,1,8.581885770340635
7969,1,8.95360451084916
7979,1,9.41183597344714
7989,1,9.203827056662883
7999,1,10.027134108307578
8009,1,10.059067326095013
8019,1,10.335481759983475
8029,1,10.686148585629683
8039,1,11.02861315154873
8049,1,10.777665182987104
8059,1,11.184458493552334
8069,1,11.731169118874469
8079,1,12.15939985512483
8089,1,11.789395648186144
8099,1,12.055603264509159
8109,1,12.601573499856467
8119,1,12.86894284795206
8129,1,13.26479358074695
8139,1,13.396354189742766
8149,1,13.762163215831201
8159,1,13.801024552766812
8169,1,13.565508225562667
8179,1,13.57550517003326
8189,1,13.216862220344947
8199,1,13.100481577080368
8209,1,12.62694093419163
8219,1,12.165614932480239
8229,1,11.116502704224388
8239,1,9.787683608619552
8249,1,9.454665755516427
8259,1,9.010714133624116
8269,1,8.28018144540566
8279,1,6.253356887075672
8289,1,6.226258542718046
8299,1,4.26977747056992
8309,1,2.589020130412101
8319,1,2.7878856040947992
8329,1,1.8257815935969635
8339,1,1.376540961435973
8349,1,1.2892067431712988
8359,1,1.224822006871009
8369,1,0.833083552729418
8379,1,0.9616870665498989
8389,1,0.8286932981819651
8399,1,1.1571279514434225
8409,1,1.1447099672030547
8419,1,1.3646098940648472
8429,1,1.4438711769325265
8439,1,1.7595755468240233
8449,1,1.7230215143811605
8459,1,1.9243721317035611
8469,1,2.5122975640578886
8479,1,2.6472070618119288
8489,1,3.050074010876865
8499,1,4.244348803173181
8509,1,4.529518555955796
8519,1,4.774069439109877
8529,1,5.749271186347881
8539,1,5.924844817131898
8549,1,6.425725363594379
8559,1,7.257945944662567
