T,S,X0
0,0.0,106757.125
1,0.0,106757.125
2,0.0,106667.89
3,0.0,106630.3
4,0.0,106559.555
5,0.0,106688.484
6,0.0,106687.89
7,0.0,106628.9
8,0.0,106714.21
9,0.0,106649.33
10,0.0,106765.195
11,0.0,106573.21
12,0.0,106711.836
13,0.0,106688.69
14,0.0,106743.86
15,0.0,106683.29
16,0.0,106611.36
17,0.0,106695.25
18,0.0,106726.59
19,0.0,106714.42
20,0.0,106715.805
21,0.0,106631.24
22,0.0,106710.81
23,0.0,106685.266
24,0.0,106668.24
25,0.0,106674.72
26,0.0,106697.375
27,0.0,106716.83
28,0.0,106655.375
29,0.0,106643.56
30,0.0,106707.91
31,0.0,106634.445
32,0.0,106708.26
33,0.0,106649.125
34,0.0,106710.086
35,0.0,106729.54
36,0.0,106641.03
37,0.0,106693.96
38,0.0,106655.23
39,0.0,106684.51
40,0.0,106672.5
41,0.0,106628.69
42,0.0,106759.266
43,0.0,106690.66
44,0.0,106729.195
45,0.0,106648.914
46,0.0,106647.32
47,0.0,106630.164
48,0.0,106663.02
49,0.0,106684.695
50,0.0,106705.97
51,0.0,106647.23
52,0.0,106784.7
53,0.0,106735.04
54,0.0,106650.65
55,0.0,106758.5
56,0.0,106656.0
57,0.0,106639.08
58,0.0,106658.68
59,0.0,106625.65
60,0.0,106758.734
61,0.0,106568.47
62,0.0,106660.88
63,0.0,106601.195
64,0.0,106692.08
65,0.0,106703.555
66,0.0,106650.55
67,0.0,106725.375
68,0.0,106670.74
69,0.0,106647.85
70,0.0,106751.086
71,0.0,106693.32
72,0.0,106659.445
73,0.0,106642.89
74,0.0,106653.305
75,0.0,106542.06
76,0.0,106712.15
77,0.0,106663.26
78,0.0,106765.6
79,0.0,106699.36
80,0.0,106678.58
81,0.0,106612.62
82,0.0,106716.91
83,0.0,106757.375
84,0.0,106689.24
85,0.0,106706.07
86,0.0,106666.71
87,0.0,106648.11
88,0.0,106627.59
89,0.0,106711.055
90,0.0,106781.414
91,0.0,106706.336
92,0.0,106720.79
93,0.0,106650.664
94,0.0,106638.055
95,0.0,106669.36
96,0.0,106703.4
97,0.0,106678.75
98,0.0,106706.07
99,0.0,106602.43
100,0.0,106680.26
101,0.0,106698.36
102,0.0,106655.38
103,0.0,106674.41
104,0.0,106687.336
105,0.0,106687.95
106,0.0,106780.47
107,0.0,106632.1
108,0.0,106711.08
109,0.0,106703.58
110,0.0,106701.67
111,0.0,106665.76
112,0.0,106707.3
113,0.0,106649.62
114,0.0,106746.59
115,0.0,106630.5
116,0.0,106631.51
117,0.0,106687.87
118,0.0,106655.73
119,0.0,106705.66
120,0.0,106638.305
121,0.0,106708.25
122,0.0,106670.48
123,0.0,106710.63
124,0.0,106740.22
125,0.0,106751.34
126,0.0,106749.97
127,0.0,106796.66
128,0.0,106675.21
129,0.0,106672.02
130,0.0,106674.17
131,0.0,106765.02
132,0.0,106713.05
133,0.0,106652.42
134,0.0,106724.35
135,0.0,106638.57
136,0.0,106711.61
137,0.0,106698.99
138,0.0,106671.68
139,0.0,106658.38
140,0.0,106681.02
141,0.0,106661.625
142,0.0,106660.94
143,0.0,106737.09
144,0.0,106702.79
145,0.0,106672.516
146,0.0,106663.84
147,0.0,106654.48
148,0.0,106673.914
149,0.0,106684.03
150,0.0,106679.78
151,0.0,106825.53
152,0.0,106701.67
153,0.0,106647.99
154,0.0,106629.94
155,0.0,106731.016
156,0.0,106665.625
157,0.0,106703.63
158,0.0,106668.49
159,0.0,106677.03
160,0.0,106700.07
161,0.0,106770.83
162,0.0,106746.555
163,0.0,106825.695
164,0.0,106743.98
165,0.0,106715.1
166,0.0,106705.56
167,0.0,106723.086
168,0.0,106657.82
169,0.0,106651.29
170,0.0,106742.7
171,0.0,106732.555
172,0.0,106647.74
173,0.0,106758.53
174,0.0,106675.38
175,0.0,106682.68
176,0.0,106703.93
177,0.0,106775.555
178,0.0,106613.98
179,0.0,106732.84
180,0.0,106666.64
181,0.0,106687.57
182,0.0,106690.08
183,0.0,106628.79
184,0.0,106598.25
185,0.0,106721.38
186,0.0,106646.72
