T,S,X0
0,0.0,106795.2
1,0.0,106795.2
2,0.0,106795.2
3,0.0,106795.2
4,0.0,106795.2
5,0.0,106795.2
6,0.0,106795.2
7,0.0,106795.2
8,0.0,106795.2
9,0.0,106795.2
10,0.0,106795.2
11,0.0,106795.2
12,0.0,106795.2
13,0.0,106795.2
14,0.0,106795.2
15,0.0,106795.2
16,0.0,106795.2
17,0.0,106795.2
18,0.0,106795.2
19,0.0,106795.2
20,0.0,106795.2
21,0.0,106795.2
22,0.0,106795.2
23,0.0,106795.2
24,0.0,106795.2
25,0.0,106795.2
26,0.0,106795.2
27,0.0,106795.2
28,0.0,106795.2
29,0.0,106795.2
30,0.0,106795.2
31,0.0,106749.805
32,0.0,106758.89
33,0.0,106750.59
34,0.0,106705.695
35,0.0,106667.836
36,0.0,106711.67
37,0.0,106787.164
38,0.0,106737.53
39,0.0,106744.67
40,0.0,106751.28
41,0.0,106749.625
42,0.0,106789.07
43,0.0,106708.766
44,0.0,106716.87
45,0.0,106755.34
46,0.0,106863.13
47,0.0,106793.945
48,0.0,106788.86
49,0.0,106755.66
50,0.0,106731.33
51,0.0,106728.38
52,0.0,106728.695
53,0.0,106796.22
54,0.0,106705.945
55,0.0,106803.016
56,0.0,106748.64
57,0.0,106763.484
58,0.0,106760.36
59,0.0,106753.95
60,0.0,106740.35
61,0.0,106671.33
62,0.0,106786.625
63,0.0,106752.24
64,0.0,106761.94
65,0.0,106676.484
66,0.0,106740.95
67,0.0,106678.484
68,0.0,106793.24
69,0.0,106802.0
70,0.0,106827.836
71,0.0,106812.93
72,0.0,106736.56
73,0.0,106821.984
74,0.0,106835.76
75,0.0,106856.29
76,0.0,106780.016
77,0.0,106755.695
78,0.0,106754.336
79,0.0,106699.875
80,0.0,106750.56
81,0.0,106797.14
82,0.0,106717.336
83,0.0,106854.77
84,0.0,106802.72
85,0.0,106695.71
86,0.0,106790.59
87,0.0,106640.52
88,0.0,106846.84
89,0.0,106760.65
90,0.0,106756.38
91,0.0,106769.055
92,0.0,106729.2
93,0.0,106679.766
94,0.0,106709.945
95,0.0,106711.71
96,0.0,106761.805
97,0.0,106753.586
98,0.0,106812.26
99,0.0,106791.945
100,0.0,106850.88
101,0.0,106824.95
102,0.0,106829.73
103,0.0,106776.94
104,0.0,106788.4
105,0.0,106710.414
106,0.0,106772.11
107,0.0,106721.26
108,0.0,106701.414
109,0.0,106700.27
110,0.0,106791.32
111,0.0,106777.71
112,0.0,106853.49
113,0.0,106619.69
114,0.0,106747.4
115,0.0,106777.04
116,0.0,106780.11
117,0.0,106764.64
118,0.0,106796.43
119,0.0,106808.34
120,0.0,106790.52
121,0.0,106767.73
122,0.0,106716.69
123,0.0,106833.55
124,0.0,106815.664
125,0.0,106802.734
126,0.0,106815.09
127,0.0,106753.04
128,0.0,106638.88
129,0.0,106776.34
130,0.0,106771.99
131,0.0,106769.95
132,0.0,106726.53
133,0.0,106772.41
134,0.0,106756.805
135,0.0,106687.15
136,0.0,106699.48
137,0.0,106706.18
138,0.0,106782.195
139,0.0,106733.94
140,0.0,106879.19
141,0.0,106864.66
142,0.0,106752.25
143,0.0,106856.81
144,0.0,106770.8
145,0.0,106860.625
146,0.0,106799.51
147,0.0,106790.18
148,0.0,106917.125
149,0.0,106819.25
150,0.0,106733.18
151,0.0,106806.05
152,0.0,106715.195
153,0.0,106804.28
154,0.0,106741.66
155,0.0,106835.805
156,0.0,106750.61
157,0.0,106899.016
158,0.0,106881.31
159,0.0,106833.305
160,0.0,106892.71
161,0.0,106626.23
162,0.0,106685.22
163,0.0,106731.836
164,0.0,106744.76
165,0.0,106772.055
166,0.0,106809.73
167,0.0,106927.28
168,0.0,106811.03
169,0.0,106748.76
170,0.0,106795.63
171,0.0,106814.04
172,0.0,106826.64
173,0.0,106820.08
174,0.0,106747.52
175,0.0,106860.35
176,0.0,106818.76
177,0.0,106702.12
178,0.0,106778.86
179,0.0,106824.94
180,0.0,106805.6
181,0.0,106744.97
182,0.0,106803.61
183,0.0,106785.89
184,0.0,106769.2
185,0.0,106665.234
186,0.0,106723.625
187,0.0,106697.31
188,0.0,106867.07
189,0.0,106833.305
190,0.0,106764.63
191,0.0,106753.79
192,0.0,106855.51
193,0.0,106907.77
194,0.0,106773.66
195,0.0,106776.234
196,0.0,106793.14
197,0.0,106694.95
198,0.0,106752.13
199,0.0,106753.336
200,0.0,106768.85
201,0.0,106725.48
202,0.0,106748.74
203,0.0,106772.08
204,0.0,106839.47
205,0.0,106847.57
206,0.0,106678.79
207,0.0,106649.38
208,0.0,106750.07
209,0.0,106754.99
210,0.0,106709.99
211,0.0,106756.55
212,0.0,106725.74
213,0.0,106732.72
214,0.0,106778.92
215,0.0,106757.664
216,0.0,106817.23
217,0.0,106793.06
218,0.0,106751.45
219,0.0,106712.35
220,0.0,106860.19
221,0.0,106801.95
222,0.0,106769.33
223,0.0,106805.81
224,0.0,106808.1
225,0.0,106841.68
226,0.0,106753.98
227,0.0,106739.89
228,0.0,106708.17
229,0.0,106699.89
230,0.0,106747.12
231,0.0,106811.52
232,0.0,106722.89
233,0.0,106654.73
234,0.0,106742.37
235,0.0,106796.15
236,0.0,106773.76
237,0.0,106755.086
238,0.0,106758.375
239,0.0,106778.28
240,0.0,106736.586
241,0.0,106730.664
242,0.0,106870.086
243,0.0,106781.59
244,0.0,106780.77
245,0.0,106724.92
246,0.0,106767.336
247,0.0,106867.97
248,0.0,106680.38
249,0.0,106832.23
250,0.0,106851.77
251,0.0,106743.85
252,0.0,106694.65
253,0.0,106848.68
254,0.0,106769.0
255,0.0,106736.38
256,0.0,106724.336
257,0.0,106811.91
258,0.0,106668.55
259,0.0,106816.086
260,0.0,106752.19
261,0.0,106853.68
262,0.0,106847.99
263,0.0,106769.71
264,0.0,107013.31
265,0.0,106656.99
266,0.0,106813.23
267,0.0,106735.34
268,0.0,106791.91
269,0.0,106752.625
270,0.0,106820.875
271,0.0,106722.62
272,0.0,106758.1
273,0.0,106716.16
274,0.0,106793.44
275,0.0,106836.8
276,0.0,106727.45
277,0.0,106719.6
278,0.0,106815.48
279,0.0,106728.23
280,0.0,106770.57
281,0.0,106728.13
282,0.0,106713.42
283,0.0,106827.586
284,0.0,106762.52
285,0.0,106666.05
286,0.0,106763.59
287,0.0,106848.36
288,0.0,106853.55
289,0.0,106863.266
290,0.0,106809.766
291,0.0,106760.875
292,0.0,106780.66
293,0.0,106811.45
294,0.0,106790.74
295,0.0,106772.04
296,0.0,106758.92
297,0.0,106763.96
298,0.0,106821.984
299,0.0,106750.06
300,0.0,106775.47
301,0.0,106762.555
302,0.0,106741.086
303,0.0,106803.17
304,0.0,106816.54
305,0.0,106670.03
306,0.0,106827.9
307,0.0,106876.79
308,0.0,106765.12
309,0.0,106826.71
310,0.0,106798.734
311,0.0,106715.41
312,0.0,106786.86
313,0.0,106830.945
314,0.0,106824.68
315,0.0,106711.44
316,0.0,106753.164
317,0.0,106790.88
318,0.0,106784.87
319,0.0,106797.52
320,0.0,106835.81
321,0.0,106837.71
322,0.0,106712.41
323,0.0,106752.414
324,0.0,106837.97
325,0.0,106772.0
326,0.0,106760.59
327,0.0,106834.41
328,0.0,106770.11
329,0.0,106771.17
330,0.0,106830.37
331,0.0,106778.23
332,0.0,106782.445
333,0.0,106679.445
334,0.0,106769.68
335,0.0,106667.36
336,0.0,106773.91
337,0.0,106816.09
338,0.0,106718.57
339,0.0,106741.82
340,0.0,106772.52
341,0.0,106737.28
342,0.0,106766.06
343,0.0,106847.82
344,0.0,106831.09
345,0.0,106775.266
346,0.0,106783.61
347,0.0,106804.15
348,0.0,106809.72
349,0.0,106806.25
350,0.0,106793.5
351,0.0,106843.85
352,0.0,106718.51
353,0.0,106821.45
354,0.0,106692.69
355,0.0,106777.04
356,0.0,106912.25
357,0.0,106750.055
358,0.0,106727.414
359,0.0,106878.3
360,0.0,106819.37
361,0.0,106761.266
362,0.0,106720.29
363,0.0,106756.984
364,0.0,106841.87
365,0.0,106808.5
366,0.0,106823.64
367,0.0,106781.625
368,0.0,106809.0
369,0.0,106724.055
370,0.0,106775.52
371,0.0,106791.49
