T,S,X0
0,0.0,1034286.0
1,0.0,1034403.94
2,0.0,1034205.75
3,0.0,1034059.4
4,0.0,1034255.8
5,0.0,1034341.6
6,0.0,1034070.7
7,0.0,1034105.6
8,0.0,1034236.9
9,0.0,1034406.9
10,0.0,1034306.44
11,0.0,1034176.2
12,0.0,1034199.9
13,0.0,1034164.8
14,0.0,1034129.7
15,0.0,1034225.1
16,0.0,1034185.2
17,0.0,1034170.75
18,0.0,1034149.6
19,0.0,1034126.7
20,0.0,1034075.06
21,0.0,1033842.1
22,0.0,1034145.44
23,0.0,1033920.5
24,0.0,1033839.7
25,0.0,1033930.9
26,0.0,1033913.0
27,0.0,1033909.6
28,0.0,1033621.56
29,0.0,1034078.7
30,0.0,1033994.94
31,0.0,1033958.94
32,0.0,1033757.9
33,0.0,1033999.1
34,0.0,1033930.6
35,0.0,1033877.25
36,0.0,1033914.25
37,0.0,1034009.8
38,0.0,1033824.1
39,0.0,1033985.4
40,0.0,1033897.1
41,0.0,1034134.7
42,0.0,1033904.75
43,0.0,1033812.7
44,0.0,1033902.94
45,0.0,1034312.9
46,0.0,1033537.6
47,0.0,1033772.1
48,0.0,1034011.9
49,0.0,1033658.8
50,0.0,1033854.4
51,0.0,1033893.1
52,0.0,1033810.4
53,0.0,1033902.06
54,0.0,1033828.0
55,0.0,1033865.06
56,0.0,1033643.75
57,0.0,1033862.8
58,0.0,1034111.1
59,0.0,1033732.25
60,0.0,1033849.06
61,0.0,1033918.6
62,0.0,1033908.2
63,0.0,1034039.0
64,0.0,1033906.4
65,0.0,1033832.3
66,0.0,1033821.25
67,0.0,1033953.2
68,0.0,1033718.9
69,0.0,1033976.7
70,0.0,1034052.25
71,0.0,1033982.3
72,0.0,1033778.7
73,0.0,1033798.56
74,0.0,1033687.1
75,0.0,1034072.2
76,0.0,1034072.75
77,0.0,1033946.3
78,0.0,1033830.25
79,0.0,1034021.4
80,0.0,1033902.44
81,0.0,1034110.44
82,0.0,1034005.0
83,0.0,1034176.06
84,0.0,1034030.75
85,0.0,1033782.75
86,0.0,1033608.44
87,0.0,1034215.56
88,0.0,1034055.7
89,0.0,1033902.94
90,0.0,1034043.44
91,0.0,1034207.4
92,0.0,1033885.9
93,0.0,1033829.5
94,0.0,1034118.56
95,0.0,1033582.9
96,0.0,1033979.3
97,0.0,1033852.9
98,0.0,1033780.6
99,0.0,1033878.9
100,0.0,1033975.4
101,0.0,1033997.5
102,0.0,1033764.0
103,0.0,1033965.5
104,0.0,1034005.6
105,0.0,1033990.75
106,0.0,1033953.06
107,0.0,1034224.25
108,0.0,1034021.6
109,0.0,1033713.8
110,0.0,1034006.1
111,0.0,1033581.44
112,0.0,1034255.8
