T,S,Score
399,0.0,0.4145331625914781
409,0.0,-0.41294789095879747
419,0.0,-0.0971782427519442
429,0.0,-0.5598809417879136
439,0.0,-0.3923631034721542
449,0.0,-0.3221058378876236
459,0.0,-0.6845846208140626
469,0.0,-0.4214318158148077
479,0.0,-0.31179472945551656
489,0.0,-0.6372498552234038
499,0.0,-0.30255121595997536
509,0.0,-0.16222983016106296
519,0.0,0.1762480810895687
529,0.0,0.6028233169251804
539,0.0,0.7594799582413067
549,0.0,0.8594099761238955
559,0.0,0.6863163501499522
569,0.0,0.18906186949084847
579,0.0,0.4759106755985264
589,0.0,0.6037929815142781
599,0.0,0.63864831613582
609,0.0,0.05599752436489047
619,0.0,0.008397926992438465
629,0.0,-0.03915885400329355
639,0.0,-0.26644445226472835
649,0.0,0.10602574198173642
659,0.0,-0.09600550695261745
669,0.0,0.006109043094640665
679,0.0,0.1572663080649721
689,0.0,-0.7920053695728111
699,0.0,-0.615259529480342
709,0.0,-0.35634085551080663
719,0.0,-0.4080906680991796
729,0.0,0.4571383173863691
739,0.0,0.5786477193204291
749,0.0,0.12268642974854582
759,0.0,0.5563898031736333
769,0.0,0.6088974575094335
779,0.0,0.6711936642467257
789,0.0,0.795473935991189
799,0.0,1.0451942017692284
809,0.0,0.4481969784947777
819,0.0,0.7514644805237879
829,0.0,0.5040496656577251
839,0.0,0.6139484856600057
849,0.0,0.6325554371025748
859,0.0,0.30793497909085954
869,0.0,0.26448843040497005
879,0.0,0.665027447055048
889,0.0,0.7280876458611658
899,0.0,0.5106263312758819
909,0.0,0.5429752289073134
919,0.0,0.21724119203979964
929,0.0,-0.0025059871016042123
939,0.0,-0.2763815675314403
949,0.0,-0.5772940715112707
959,0.0,-0.8446852855477779
969,0.0,-0.5442439846254009
979,0.0,-0.6321067824178624
989,0.0,-0.3782703077044378
999,0.0,-0.256051772730566
1009,0.0,-0.24111212781810698
1019,0.0,0.07607291028195207
1029,0.0,0.06961168009879137
1039,0.0,-0.002404859820117733
1049,0.0,-0.033224284250582214
1059,0.0,-0.1488606932673452
1069,0.0,0.21748523191362357
1079,0.0,0.5547818746377224
1089,0.0,0.5702972260711027
1099,0.0,0.7692979109094269
1109,0.0,0.6680018800640436
1119,0.0,1.136672592429154
1129,0.0,0.5499731287396208
1139,0.0,0.27394082407234144
1149,0.0,-0.07185769643314943
1159,0.0,0.2001903894181517
1169,0.0,0.21597459664407337
1179,0.0,-0.015188180139845797
1189,0.0,-0.13802864606029708
1199,0.0,-0.5458417438789928
1209,0.0,-0.329538650591395
1219,0.0,-0.64726500620045
1229,0.0,-0.6310802877896777
1239,0.0,-0.6124354212394514
1249,0.0,-0.2955404917738772
1259,0.0,-0.24388245971620803
1269,0.0,-0.2092615795090612
1279,0.0,0.0521630122013671
1289,0.0,0.34026080564934325
1299,0.0,0.4909178824074104
1309,0.0,0.42906674571151526
1319,0.0,0.813572052647853
1329,0.0,0.2244285026620496
1339,0.0,0.6841362147034247
1349,0.0,1.0155650634864
1359,0.0,1.4512551924822967
1369,0.0,1.2419036534925274
1379,0.0,1.904728568657406
1389,0.0,1.0598140508218947
1399,0.0,0.04168439703307336
1409,0.0,0.5739621834291035
1419,0.0,-0.11901881671150638
1429,0.0,0.00022161611137028192
1439,0.0,-0.2748735097126983
1449,0.0,-0.38935424577507016
1459,0.0,-0.11422002140893528
1469,0.0,0.09056252593794967
1479,0.0,0.036438359613974236
1489,0.0,-0.06325005984818677
1499,0.0,-0.2207402156549635
1509,0.0,0.06445061369711824
1519,0.0,-0.3664726961286703
1529,0.0,-0.40534111371043924
1539,0.0,-0.34940447948380704
1549,0.0,-0.3623310150727974
1559,0.0,-0.2832582393219524
1569,0.0,-0.11096733490248323
1579,0.0,0.2081302550299996
1589,0.0,-0.2198510765928704
1599,0.0,-0.15146154177433657
1609,0.0,-0.046891670194015966
1619,0.0,-0.041278233152901134
1629,0.0,0.017406999590738104
1639,0.0,-0.42515147231380024
1649,0.0,-0.18632600517339337
1659,0.0,-0.0261144526850986
1669,0.0,0.013217085537396422
1679,0.0,-0.15439833681316784
1689,0.0,0.1635188214105655
1699,0.0,-0.30824068473819854
1709,0.0,0.06063971941109236
1719,0.0,-0.060797264434593656
1729,0.0,-0.31933590765440467
1739,0.0,-0.01873285892535892
1749,0.0,0.10720991105760336
1759,0.0,0.14099359946823808
1769,0.0,-0.24574401154888148
1779,0.0,0.022246392616340427
1789,0.0,-0.18272317128892035
1799,0.0,0.09436795264821574
1809,0.0,0.11568746487334902
1819,0.0,-0.002078424177127669
1829,0.0,-0.2635248870237217
1839,0.0,-0.01198798346545804
1849,0.0,-0.4915254191838432
1859,0.0,-0.5679103143634158
1869,0.0,0.06121914566657671
1879,0.0,0.24077591437322043
1889,0.0,0.335054175735336
1899,0.0,0.4133931193619108
1909,0.0,0.29118870763804083
1919,0.0,0.15052077931673757
1929,0.0,0.45477881376147167
1939,0.0,0.7068404929656186
1949,0.0,0.9344513757334735
1959,0.0,0.839769282911146
1969,0.0,0.2489202640298941
1979,0.0,0.46481334709923006
1989,0.0,0.8104931891465483
1999,0.0,0.7329556911239092
2009,0.0,1.0571921855340989
2019,0.0,1.1815617796079974
2029,0.0,0.5832094806574785
2039,0.0,0.7291133410545249
2049,0.0,0.25388347796345956
2059,0.0,-0.087924975650438
2069,0.0,0.03612066212317078
2079,0.0,0.03995664777599539
2089,1.0,-0.04789758958655388
2099,1.0,0.7268337845950988
2109,1.0,0.8966827701466507
2119,1.0,1.51586494457724
2129,1.0,1.348546847089945
2139,1.0,2.190022001078372
2149,1.0,3.172017872092973
