T,S,Score
399,0.0,0.022591228045356848
409,0.0,0.001700003379681736
419,0.0,0.0014761519100200404
429,0.0,-9.869221995195687e-09
439,0.0,0.0002139695018737453
449,0.0,0.0009062273085778672
459,0.0,0.0010691172015421802
469,0.0,0.0023162707525986592
479,0.0,0.0013801010156177518
489,0.0,0.0009911261746922695
499,0.0,0.002100516592019208
509,0.0,0.0025978971638226933
519,0.0,0.002233570028714049
529,0.0,0.0032134083941223746
539,0.0,0.0029617890183490925
549,0.0,0.004296394800200887
559,0.0,0.12743961897115658
569,0.0,0.0032458846974967592
579,0.0,0.0020732076185134285
589,0.0,0.0018752806619538043
599,0.0,0.003067356983153191
609,0.0,0.0011906216397961078
619,0.0,0.0033891243870137755
629,0.0,0.00045161022255246763
639,0.0,0.002325670748478781
649,0.0,0.003583797163230096
659,0.0,0.12013110405869898
669,0.0,0.002536326441534731
679,0.0,0.0016304330674323242
689,0.0,0.000917751367228048
699,0.0,0.0016930458691858385
709,0.0,0.13600679480691824
719,0.0,0.05705663014169565
729,0.0,0.0019368370711290162
739,0.0,0.05050041444107356
749,0.0,0.039245824634871695
759,0.0,0.12479999710245882
769,0.0,0.0018230798436222329
779,0.0,0.13604058647190614
789,0.0,2.6784792301337568e-06
799,0.0,0.0011912434953544881
809,0.0,0.007855975269994375
819,0.0,0.014001021850547801
829,0.0,0.01614126846078634
839,0.0,0.009457202069315274
849,0.0,0.010500570412244448
859,0.0,0.009693676768135095
869,0.0,0.010685393757446537
879,0.0,0.012657538438365534
889,0.0,0.12632214074559472
899,0.0,0.1775458800247281
909,0.0,0.22241819399333723
919,0.0,0.20414025099354005
929,0.0,0.19946625339680985
939,0.0,0.14229307936938762
949,0.0,0.16724775574154171
959,0.0,0.11483818314696298
969,0.0,0.16617365674368895
979,0.0,0.012454576169121101
989,0.0,0.012675702065911232
999,0.0,0.16442777050948465
1009,0.0,0.13465579932398697
1019,0.0,0.013038305490188584
1029,0.0,0.21321404910143715
1039,0.0,0.011490558386949123
1049,0.0,0.012194607092986642
1059,0.0,0.013232131510863887
1069,0.0,0.012904852755654672
1079,0.0,0.013483056811224192
1089,0.0,0.014383829547849059
1099,0.0,0.11111650658952354
1109,0.0,0.16624571232620317
1119,0.0,0.0420099943215384
1129,0.0,0.014930185346298253
1139,0.0,0.0163551677442893
1149,0.0,0.013514145255711096
1159,0.0,0.013400365458342722
1169,0.0,0.013643804792410952
1179,0.0,0.012343966957116703
1189,0.0,0.013343553070890746
1199,0.0,0.13515874526599414
1209,0.0,0.006071289836316662
1219,0.0,0.0002323264830280669
1229,0.0,0.00037054688397009095
1239,0.0,-7.589774697613905e-09
1249,0.0,0.0011492966238093594
1259,0.0,0.0016884566217708064
1269,0.0,0.0018279568820147585
1279,0.0,0.07093321249497464
1289,0.0,0.00031114980997803965
1299,0.0,0.0005261538575838665
1309,0.0,0.0016408617249397128
1319,0.0,0.0018037417461573835
1329,0.0,0.053664522123772485
1339,0.0,0.10150079804600565
1349,0.0,0.0022916168627234446
1359,0.0,0.17001389763061459
1369,0.0,0.0011451248129278335
1379,0.0,0.0024122239868868967
1389,0.0,0.0010014138808567274
1399,0.0,0.0010531151698434105
1409,0.0,0.001909783624365169
1419,0.0,0.0015390994252436063
1429,0.0,0.0013495474098715876
1439,0.0,0.0009223768585818748
1449,0.0,0.03516029839618329
1459,0.0,0.09272606641413661
1469,0.0,0.001284568628984073
1479,0.0,0.0006782714948072033
1489,0.0,1.5912993168720746e-06
1499,0.0,0.0005078771256491477
1509,0.0,0.0010143024228581599
1519,0.0,0.0009847887280515222
1529,0.0,0.07684446169679715
1539,0.0,1.3428040983587408e-06
1549,0.0,0.08630080664837536
1559,0.0,0.18690737289502513
1569,0.0,0.12982805782032986
1579,0.0,0.0025066366973149345
1589,0.0,0.0016188929421963039
1599,0.0,0.0015122696424821336
1609,0.0,0.0003213408262484063
1619,0.0,0.0005680646422172031
1629,0.0,0.0003422147862186531
1639,0.0,0.00032524445754367193
1649,0.0,0.000471840497735021
1659,0.0,0.0006826921391352991
1669,0.0,0.0006731457400517282
1679,0.0,0.0008362061112489605
1689,0.0,0.0007876875424731034
1699,0.0,0.001686050805537631
1709,0.0,0.0021892426092714468
1719,0.0,0.001746144932862459
1729,0.0,0.0021546560378502
1739,0.0,0.12220276575492173
1749,0.0,0.17782941876522385
1759,0.0,0.07903269815390268
1769,0.0,0.05487885144858273
1779,0.0,0.06823983180468907
1789,0.0,0.11045972598247528
1799,0.0,0.030781946475931576
1809,0.0,0.10283493189789067
1819,0.0,0.17284039651715088
1829,0.0,0.0018563525151573668
1839,0.0,0.0007967430885322813
1849,0.0,0.004321173987654026
1859,0.0,0.00350772204929628
1869,0.0,0.16406434700845757
1879,0.0,0.0034683286078188713
1889,0.0,0.19561139363294533
1899,0.0,0.14056544690441353
1909,0.0,0.0026438215333082216
1919,0.0,0.08209884765026954
1929,0.0,0.16164815415821443
1939,0.0,0.33005744589684705
1949,0.0,0.4925718436069215
1959,0.0,0.11490699065963483
1969,0.0,0.0967481767559718
1979,0.0,0.2649583856538977
1989,0.0,0.3649913038142064
1999,0.0,0.29104031861849444
2009,0.0,0.13426090355323195
2019,0.0,0.21054680808753257
2029,0.0,0.15438387676828985
2039,0.0,0.11183434131836834
2049,0.0,0.2479491550778521
2059,0.0,0.21859492652327628
2069,0.0,0.10170084150305692
2079,0.0,0.33997613724917364
2089,0.0,0.3250985651823141
2099,0.0,0.32401705755128246
2109,0.0,0.2961354399534534
2119,0.0,0.26657247225967795
2129,0.0,0.17141480902600692
2139,0.0,0.2455562228432157
2149,0.0,0.15809190968650266
2159,0.0,0.10094650268805727
2169,0.0,0.0018070567676513605
2179,0.0,0.11801432552875046
2189,0.0,0.00202129231802306
2199,0.0,0.0015009556117530076
2209,0.0,0.00307932439344355
2219,0.0,0.0009657270817754471
2229,0.0,0.0020961878869271144
2239,0.0,0.036297867915487225
2249,0.0,0.17420205758145363
2259,0.0,0.12203794225602993
2269,0.0,0.1925279943273206
2279,0.0,0.08674186180825483
2289,0.0,0.1278186430776299
2299,0.0,0.002273403119287698
2309,0.0,0.09410761384030603
2319,0.0,0.16408677146816825
2329,0.0,0.002060307296648689
2339,0.0,0.0023626813580919226
2349,0.0,0.0015447785049412244
2359,0.0,0.0011826900877173752
2369,0.0,0.001000219763604815
2379,0.0,0.0004469133423817273
2389,0.0,0.001084202146080293
2399,0.0,0.0003746658942359038
2409,0.0,0.0009583428963698126
2419,0.0,2.2597251611577995e-06
2429,0.0,0.0020605648740879556
2439,0.0,0.0024632941205674497
2449,0.0,0.004891050215185211
2459,0.0,0.12918794289772684
2469,0.0,0.10860184494377323
2479,0.0,0.0021879436186866275
2489,0.0,0.0004663240637912125
2499,0.0,0.0019927174430507955
2509,0.0,0.0023874728543238355
2519,0.0,0.12286167605209236
2529,1.0,0.1053461320228345
2539,1.0,0.17057467277628835
2549,1.0,0.16233914006981343
2559,1.0,0.126289437332736
2569,1.0,0.2947745543075835
2579,1.0,0.32748975446315653
2589,1.0,0.4376982133895325
2599,1.0,0.8926085263270299
2609,1.0,0.6282321479071624
2619,1.0,1.045514373690215
2629,1.0,1.3857682242382974
2639,1.0,1.9188081500330476
2649,1.0,2.610299891215676
2659,1.0,3.06376404290228
2669,1.0,2.808533822667572
2679,1.0,3.5752339370660904
2689,1.0,3.750263559480411
2699,1.0,3.4781558291573846
2709,1.0,5.240129586608556
2719,1.0,4.803134051599093
2729,1.0,-14.74613559263366
2739,1.0,5.146003001454197
2749,1.0,-11.99156244779919
2759,1.0,2.5878730386722975
2769,1.0,3.1880543477633143
