T,S,X0
0,0,207
1,0,-149
2,0,-597
3,0,-937
4,0,-712
5,0,-596
6,0,-267
7,0,-284
8,0,-1193
9,0,-1178
10,0,37
11,0,742
12,0,-223
13,0,-1051
14,0,-810
15,0,-1069
16,0,-693
17,0,-152
18,0,112
19,0,-435
20,0,-635
21,0,-767
22,0,-206
23,0,-39
24,0,-833
25,0,-1620
26,0,-1480
27,0,-432
28,0,1068
29,0,1263
30,0,-18
31,0,-2031
32,0,-2155
33,0,-1271
34,0,-350
35,0,781
36,0,368
37,0,271
38,0,-1291
39,0,-2128
40,0,-1036
41,0,179
42,0,649
43,0,30
44,0,-695
45,0,-1567
46,0,-444
47,0,-54
48,0,-211
49,0,-747
50,0,-698
51,0,-819
52,0,-643
53,0,-68
54,0,-294
55,0,-610
56,0,-888
57,0,-733
58,0,-67
59,0,-151
60,0,-241
61,0,-542
62,0,-434
63,0,-603
64,0,-844
65,0,-1033
66,0,-475
67,0,33
68,0,-303
69,0,-824
70,0,-1082
71,0,-157
72,0,-59
73,0,-235
74,0,-487
75,0,-369
76,0,-905
77,0,-1001
78,0,-1009
79,0,-276
80,0,8
81,0,-133
82,0,-253
83,0,-99
84,0,-1093
85,0,-1496
86,0,-1271
87,0,282
88,0,714
89,0,33
90,0,-859
91,0,-1241
92,0,-984
93,0,-444
94,0,-516
95,0,139
96,0,-23
97,0,-564
98,0,-876
99,0,-891
100,0,-1585
101,0,-757
102,0,300
103,0,530
104,0,193
105,0,-523
106,0,-1363
107,0,-2031
108,0,-931
109,0,699
110,0,753
111,0,-305
112,0,-827
113,0,-1359
114,0,-1365
115,0,-227
116,0,318
117,0,323
118,0,-682
119,0,-1205
120,0,-791
121,0,-667
122,0,-225
123,0,-351
124,0,-371
125,0,-532
126,0,-933
127,0,-616
128,0,170
129,0,-292
130,0,-1204
131,0,-928
132,0,-323
133,0,4
134,0,-182
135,0,-194
136,0,-886
137,0,-1438
138,0,-833
139,0,-282
140,0,-284
141,0,287
142,0,-64
143,0,-1149
144,0,-959
145,0,-696
146,0,-280
147,0,-65
148,0,-218
149,0,34
150,0,-562
151,0,-1601
152,0,-1278
153,0,-398
154,0,-556
155,0,-225
156,0,-197
157,0,20
158,0,80
159,0,-309
160,0,-855
161,0,-1600
162,0,-1111
163,0,-901
164,0,32
165,0,845
166,0,686
167,0,-957
168,0,-2012
169,0,-1491
170,0,-585
171,0,92
172,0,425
173,0,-745
174,0,-838
175,0,-674
176,0,-516
177,0,-138
178,0,315
179,0,-519
180,0,-1084
181,0,-664
182,0,-750
183,0,-543
184,0,-533
185,0,-957
186,0,-698
187,0,52
188,0,-390
189,0,-248
190,0,-348
191,0,-339
192,0,-734
193,0,-625
194,0,-256
195,0,-211
196,0,-268
197,0,-1317
198,0,-1754
199,0,-518
200,0,168
201,0,434
202,0,351
203,0,-1346
204,0,-1479
205,0,-680
206,0,-161
207,0,153
208,0,82
209,0,-823
210,0,-998
211,0,-1224
212,0,-276
213,0,-213
214,0,-461
215,0,-541
216,0,-848
217,0,-214
218,0,-430
219,0,-735
220,0,-446
221,0,-461
222,0,-507
223,0,-278
224,0,-303
225,0,-592
226,0,-685
227,0,-913
228,0,-789
229,0,-672
230,0,-71
231,0,-132
232,0,-381
233,0,-417
234,0,-489
235,0,-867
236,0,-1019
237,0,-524
238,0,-300
239,0,-11
240,0,-538
241,0,-1185
242,0,-758
243,0,136
244,0,89
245,0,-200
246,0,-625
247,0,-1631
248,0,-1650
249,0,-791
250,0,965
251,0,944
252,0,124
253,0,-1187
254,0,-1448
255,0,-1822
256,0,-815
257,0,286
258,0,358
259,0,-264
260,0,-404
261,0,-592
262,0,-590
263,0,-941
264,0,-652
265,0,-529
266,0,-959
