T,S,X0
0,0,-2823
1,0,-1796
2,0,-140
3,0,1099
4,0,982
5,0,-611
6,0,-4038
7,0,-6672
8,0,-6746
9,0,-5143
10,0,-2670
11,0,1050
12,0,4299
13,0,6430
14,0,3154
15,0,-3795
16,0,-9689
17,0,-8859
18,0,-4839
19,0,-1159
20,0,2071
21,0,2998
22,0,494
23,0,-3325
24,0,-4760
25,0,-3993
26,0,-500
27,0,1200
28,0,853
29,0,-1599
30,0,-3818
31,0,-3886
32,0,-3856
33,0,-4871
34,0,-6036
35,0,-3412
36,0,3479
37,0,8805
38,0,7735
39,0,1336
40,0,-8234
41,0,-14268
42,0,-13406
43,0,-6681
44,0,1891
45,0,8556
46,0,10200
47,0,6633
48,0,-1170
49,0,-11112
50,0,-16660
51,0,-12409
52,0,-1305
53,0,8585
54,0,10592
55,0,6111
56,0,-1140
57,0,-8243
58,0,-11213
59,0,-9771
60,0,-4870
61,0,1056
62,0,5787
63,0,5835
64,0,1035
65,0,-3706
66,0,-6638
67,0,-6292
68,0,-1654
69,0,2473
70,0,1428
71,0,-2389
72,0,-6862
73,0,-7664
74,0,-3633
75,0,989
76,0,3746
77,0,5446
78,0,3384
79,0,-3571
80,0,-9165
81,0,-9651
82,0,-3903
83,0,2168
84,0,2829
85,0,-1083
86,0,-4336
87,0,-3244
88,0,908
89,0,2066
90,0,-1307
91,0,-4642
92,0,-5857
93,0,-3647
94,0,-1641
95,0,-413
96,0,1553
97,0,2765
98,0,650
99,0,-3160
100,0,-7631
101,0,-9558
102,0,-6179
103,0,606
104,0,6162
105,0,8736
106,0,5410
107,0,-3068
108,0,-11330
109,0,-14566
110,0,-11984
111,0,-4842
112,0,5405
113,0,12856
114,0,13642
115,0,5572
116,0,-7087
117,0,-17549
118,0,-19268
119,0,-9745
120,0,4665
121,0,13762
122,0,12452
123,0,3016
124,0,-8344
125,0,-13327
126,0,-10658
127,0,-3204
128,0,2990
129,0,4706
130,0,1861
131,0,-2551
132,0,-5487
133,0,-4273
134,0,-572
135,0,1516
136,0,18
137,0,-4960
138,0,-8840
139,0,-6070
140,0,1520
141,0,7431
142,0,7793
143,0,2337
144,0,-5154
145,0,-11426
146,0,-12579
147,0,-8615
148,0,-906
149,0,7572
150,0,11153
151,0,7033
152,0,-1140
153,0,-9162
154,0,-14567
155,0,-14947
156,0,-7327
157,0,4749
158,0,11949
159,0,11612
160,0,5279
161,0,-2788
162,0,-11682
163,0,-17334
164,0,-13572
165,0,-2759
166,0,8030
167,0,13022
168,0,10267
169,0,3298
170,0,-5034
171,0,-11995
172,0,-14488
173,0,-11325
174,0,-6178
175,0,570
176,0,6590
177,0,10341
178,0,10054
179,0,4499
180,0,-5514
181,0,-13456
182,0,-16112
183,0,-12977
184,0,-5779
185,0,3369
186,0,10667
187,0,12303
188,0,8749
189,0,1959
190,0,-7523
191,0,-14456
192,0,-15717
193,0,-10668
194,0,-2223
195,0,5928
196,0,8946
197,0,7427
198,0,3512
199,0,-1533
200,0,-7349
201,0,-11125
202,0,-10710
203,0,-6837
204,0,-89
205,0,6026
206,0,8555
207,0,5895
208,0,583
209,0,-6144
210,0,-11617
211,0,-12484
212,0,-7534
213,0,661
214,0,8206
215,0,10331
216,0,5869
217,0,-2196
218,0,-9356
219,0,-13210
220,0,-12605
221,0,-7175
222,0,2782
223,0,11443
224,0,11644
225,0,4407
226,0,-3746
227,0,-9985
228,0,-12407
229,0,-11663
230,0,-5310
231,0,2471
232,0,6866
233,0,9305
234,0,6261
235,0,-2150
236,0,-10352
237,0,-12739
238,0,-8765
239,0,-2449
240,0,2420
241,0,5607
242,0,6687
243,0,2715
244,0,-3845
245,0,-9257
246,0,-11013
247,0,-7698
248,0,260
249,0,6852
250,0,7787
251,0,2692
252,0,-4998
253,0,-10555
254,0,-10612
255,0,-4883
256,0,2035
257,0,6666
258,0,6285
259,0,1946
260,0,-3964
261,0,-9553
262,0,-11051
263,0,-7349
264,0,-321
265,0,5736
266,0,6670
267,0,3780
268,0,-2191
269,0,-8039
270,0,-9310
271,0,-6070
272,0,-1188
273,0,2623
274,0,3684
275,0,3403
276,0,384
277,0,-5543
278,0,-9830
279,0,-9636
280,0,-4600
281,0,2444
282,0,7318
283,0,8845
284,0,5299
285,0,-2957
286,0,-12769
287,0,-17084
288,0,-12088
289,0,-2118
290,0,8127
291,0,13251
292,0,10575
293,0,1191
294,0,-9475
295,0,-13131
296,0,-11282
297,0,-6840
298,0,-145
299,0,5121
300,0,6909
301,0,3486
302,0,-2284
303,0,-6006
304,0,-5918
305,0,-4534
306,0,-3888
307,0,-1757
308,0,1558
309,0,3158
310,0,1818
311,0,72
312,0,-3380
313,0,-7731
314,0,-11211
315,0,-8020
316,0,753
317,0,9805
318,0,11653
319,0,4758
320,0,-6259
321,0,-14024
322,0,-14015
323,0,-7971
324,0,1309
325,0,8598
