T,S,X0
0,0,1808
1,0,1421
2,0,1050
3,0,1113
4,0,1286
5,0,1466
6,0,1594
7,0,1585
8,0,1326
9,0,1167
10,0,1309
11,0,1657
12,0,1844
13,0,1939
14,0,1889
15,0,1641
16,0,1409
17,0,1257
18,0,1184
19,0,1225
20,0,1165
21,0,1064
22,0,1114
23,0,1361
24,0,1563
25,0,1666
26,0,1660
27,0,1572
28,0,1480
29,0,1483
30,0,1500
31,0,1418
32,0,1506
33,0,1757
34,0,1834
35,0,1695
36,0,1376
37,0,1162
38,0,1094
39,0,1159
40,0,1235
41,0,1458
42,0,1706
43,0,1860
44,0,1956
45,0,1851
46,0,1531
47,0,1101
48,0,850
49,0,939
50,0,1223
51,0,1613
52,0,1919
53,0,2033
54,0,1923
55,0,1682
56,0,1341
57,0,1018
58,0,688
59,0,750
60,0,1014
61,0,1438
62,0,1708
63,0,1897
64,0,1826
65,0,1705
66,0,1561
67,0,1525
68,0,1408
69,0,1426
70,0,1597
71,0,1920
72,0,1939
73,0,1501
74,0,899
75,0,753
76,0,1063
77,0,1456
78,0,1547
79,0,1540
80,0,1535
81,0,1740
82,0,1787
83,0,1640
84,0,1552
85,0,1438
86,0,1236
87,0,1076
88,0,1153
89,0,1561
90,0,1804
91,0,1782
92,0,1447
93,0,1087
94,0,1022
95,0,1023
96,0,1243
97,0,1756
98,0,2101
99,0,2078
100,0,1644
101,0,1372
102,0,1337
103,0,1414
104,0,1461
105,0,1358
106,0,1150
107,0,1057
108,0,1091
109,0,1351
110,0,1573
111,0,1893
112,0,2123
113,0,2269
114,0,2054
115,0,1527
116,0,887
117,0,523
118,0,530
119,0,833
120,0,1242
121,0,1662
122,0,2107
123,0,2298
124,0,2224
125,0,1899
126,0,1619
127,0,1494
128,0,1298
129,0,1043
130,0,976
131,0,1104
132,0,1133
133,0,1041
134,0,1040
135,0,1227
136,0,1464
137,0,1760
138,0,1927
139,0,2118
140,0,2149
141,0,1823
142,0,1494
143,0,1211
144,0,932
145,0,1000
146,0,1100
147,0,1268
148,0,1411
149,0,1610
150,0,1572
151,0,1732
152,0,1910
153,0,1994
154,0,1880
155,0,1711
156,0,1327
157,0,992
158,0,857
159,0,1124
160,0,1311
161,0,1309
162,0,1297
163,0,1486
164,0,1714
165,0,1918
166,0,1892
167,0,1648
168,0,1416
169,0,1323
170,0,1120
171,0,1221
172,0,1425
173,0,1514
174,0,1497
175,0,1522
176,0,1420
177,0,1282
178,0,1193
179,0,1301
180,0,1447
181,0,1708
182,0,1859
183,0,1962
184,0,2020
185,0,1836
186,0,1490
187,0,1110
188,0,991
189,0,943
190,0,949
191,0,884
192,0,886
193,0,1231
194,0,1676
195,0,2078
196,0,2302
197,0,2385
198,0,2131
199,0,1664
200,0,1180
201,0,948
202,0,794
203,0,681
204,0,710
205,0,984
206,0,1417
207,0,1788
208,0,1874
209,0,1875
210,0,1884
211,0,2060
212,0,2209
213,0,2038
214,0,1705
215,0,1517
216,0,1198
217,0,752
218,0,514
219,0,612
220,0,1037
221,0,1542
222,0,1703
223,0,1721
224,0,1598
225,0,1779
226,0,1927
227,0,1936
228,0,1649
229,0,1286
230,0,979
231,0,909
232,0,1099
233,0,1521
234,0,1653
235,0,1602
236,0,1440
237,0,1346
238,0,1255
239,0,1163
240,0,1366
241,0,1708
242,0,1994
243,0,2044
244,0,1659
245,0,1329
246,0,1208
247,0,1515
248,0,1710
249,0,1670
250,0,1571
251,0,1458
252,0,1307
253,0,1305
254,0,1361
255,0,1485
256,0,1288
257,0,986
258,0,834
259,0,1029
260,0,1187
261,0,1387
262,0,1796
263,0,2210
264,0,2269
265,0,2039
266,0,1635
267,0,1423
268,0,1274
269,0,1123
270,0,945
271,0,1080
272,0,1341
273,0,1629
274,0,1568
275,0,1476
276,0,1447
277,0,1599
278,0,1722
279,0,1845
280,0,1894
281,0,1926
282,0,1692
283,0,1336
284,0,1008
285,0,1046
286,0,1020
287,0,988
288,0,928
289,0,1045
290,0,1248
291,0,1784
292,0,2142
293,0,2118
294,0,1779
295,0,1642
296,0,1479
297,0,1393
298,0,1224
299,0,1198
300,0,1202
301,0,1296
302,0,1406
303,0,1578
304,0,1525
305,0,1585
306,0,1563
307,0,1540
308,0,1576
309,0,1560
310,0,1482
311,0,1597
312,0,1567
313,0,1646
314,0,1616
315,0,1555
316,0,1300
317,0,1075
318,0,829
319,0,958
320,0,1235
321,0,1552
322,0,1490
323,0,1500
324,0,1723
325,0,1862
326,0,1941
327,0,1815
328,0,1413
329,0,1428
330,0,1394
331,0,1378
332,0,1214
333,0,1066
334,0,891
335,0,940
336,0,1235
337,0,1713
338,0,1996
339,0,2151
340,0,2003
341,0,1710
342,0,1385
343,0,1498
344,0,1624
345,0,1536
346,0,1209
347,0,1164
348,0,1193
349,0,1388
350,0,1330
351,0,1297
352,0,1161
353,0,1219
354,0,1310
355,0,1600
356,0,1946
357,0,2114
358,0,1947
359,0,1595
360,0,1128
361,0,883
362,0,908
363,0,1224
364,0,1373
365,0,1446
366,0,1403
367,0,1575
368,0,1704
369,0,1860
370,0,1861
371,0,1836
372,0,1731
373,0,1552
374,0,1254
375,0,1168
376,0,1292
377,0,1370
378,0,1315
379,0,1184
380,0,1171
381,0,1402
382,0,1496
383,0,1581
384,0,1659
385,0,1721
386,0,1539
387,0,1361
388,0,1267
389,0,1494
390,0,1654
391,0,1789
392,0,1681
393,0,1440
394,0,1157
395,0,1167
396,0,1290
397,0,1386
398,0,1170
399,0,1178
400,0,1289
401,0,1615
402,0,2002
403,0,2144
404,0,1893
405,0,1559
406,0,1405
407,0,1446
408,0,1291
409,0,1342
410,0,1395
411,0,1205
412,0,764
413,0,664
414,0,1197
415,0,2010
416,0,2295
417,0,2064
418,0,1565
419,0,1415
420,0,1462
421,0,1424
422,0,1350
423,0,1277
424,0,1020
425,0,1028
426,0,1231
427,0,1595
428,0,1810
429,0,1976
430,0,2034
431,0,2014
432,0,1606
433,0,1164
434,0,806
435,0,870
436,0,1133
437,0,1486
438,0,1464
439,0,1597
440,0,1598
441,0,1603
442,0,1449
443,0,1347
444,0,1301
445,0,1456
446,0,1652
447,0,1873
448,0,1913
449,0,1894
450,0,1772
451,0,1527
452,0,1189
453,0,771
454,0,631
455,0,937
456,0,1323
457,0,1757
458,0,2128
459,0,2255
460,0,1991
461,0,1645
462,0,1344
463,0,1215
464,0,1171
465,0,1033
466,0,840
467,0,1026
468,0,1264
469,0,1533
470,0,1586
471,0,1671
472,0,1891
473,0,1927
474,0,1680
475,0,1651
476,0,1797
477,0,1874
478,0,1576
479,0,1251
480,0,973
481,0,931
482,0,1019
483,0,1084
484,0,1195
485,0,1389
486,0,1561
487,0,1860
488,0,2054
489,0,2142
490,0,2079
491,0,1934
492,0,1630
493,0,1409
494,0,1082
495,0,812
496,0,671
497,0,911
498,0,1302
499,0,1470
500,0,1399
501,0,1311
502,0,1404
503,0,1673
504,0,1826
505,0,1888
506,0,1744
507,0,1573
508,0,1367
509,0,1265
510,0,1425
511,0,1780
512,0,2023
513,0,1935
514,0,1571
515,0,1183
516,0,797
517,0,758
518,0,976
519,0,1484
520,0,1771
521,0,1932
522,0,1993
523,0,1915
524,0,1728
525,0,1629
526,0,1467
527,0,1270
528,0,1126
529,0,1066
530,0,986
531,0,1097
532,0,1464
533,0,1779
534,0,1882
535,0,1887
536,0,1686
537,0,1269
538,0,847
539,0,783
540,0,1064
541,0,1456
542,0,1906
543,0,2165
544,0,2056
545,0,1721
546,0,1391
547,0,1218
548,0,1191
549,0,1309
550,0,1409
551,0,1574
552,0,1718
553,0,1917
554,0,1704
555,0,1505
556,0,1347
557,0,1403
558,0,1252
559,0,1129
560,0,1016
561,0,1069
562,0,1291
563,0,1450
564,0,1530
565,0,1767
566,0,1869
567,0,1949
568,0,2015
569,0,2133
570,0,1934
571,0,1461
572,0,994
573,0,749
574,0,585
575,0,800
576,0,1038
577,0,1438
578,0,1867
579,0,2275
580,0,2419
581,0,2050
582,0,1527
583,0,1218
584,0,959
585,0,1035
586,0,1226
587,0,1454
588,0,1489
589,0,1557
590,0,1509
591,0,1266
592,0,1155
593,0,1216
594,0,1442
595,0,1789
596,0,2191
597,0,2367
598,0,2071
599,0,1638
600,0,1102
601,0,833
602,0,739
603,0,831
604,0,956
605,0,1415
606,0,1921
607,0,2263
608,0,2152
609,0,1788
610,0,1347
611,0,1089
612,0,1067
613,0,1210
614,0,1593
615,0,1895
616,0,1907
617,0,1771
618,0,1567
619,0,1222
620,0,917
621,0,918
622,0,1152
623,0,1537
624,0,1707
625,0,1788
626,0,1752
627,0,1816
628,0,1670
629,0,1365
630,0,1263
631,0,1566
632,0,1694
633,0,1709
634,0,1691
635,0,1525
636,0,1203
637,0,982
638,0,860
639,0,1013
640,0,1271
641,0,1560
642,0,1718
643,0,1846
644,0,1855
645,0,1952
646,0,1979
647,0,1724
648,0,1473
649,0,1421
650,0,1240
651,0,910
652,0,583
653,0,664
654,0,1200
655,0,1744
656,0,1946
657,0,2031
658,0,2073
659,0,2062
660,0,1825
661,0,1424
662,0,1117
663,0,1242
664,0,1225
665,0,1353
666,0,1344
667,0,1427
668,0,1443
669,0,1396
670,0,1217
671,0,1257
672,0,1548
673,0,1855
674,0,1897
675,0,1652
676,0,1211
677,0,1261
678,0,1425
679,0,1537
680,0,1532
681,0,1605
682,0,1526
683,0,1294
684,0,976
685,0,1026
686,0,1440
687,0,1928
688,0,2043
689,0,1852
690,0,1528
691,0,1347
692,0,1323
693,0,1261
694,0,1179
695,0,1269
696,0,1354
697,0,1522
698,0,1516
699,0,1580
700,0,1757
701,0,1908
702,0,1888
703,0,1724
704,0,1281
705,0,1021
706,0,950
707,0,1064
708,0,1249
709,0,1661
710,0,1746
711,0,1693
712,0,1691
713,0,1678
714,0,1680
715,0,1533
716,0,1370
717,0,1322
718,0,1159
719,0,1177
720,0,1232
721,0,1289
722,0,1323
723,0,1405
724,0,1589
725,0,1700
726,0,1704
727,0,1894
728,0,2154
729,0,2134
730,0,1827
731,0,1387
732,0,799
733,0,473
734,0,601
735,0,1104
736,0,1485
737,0,1829
738,0,2021
739,0,2061
740,0,1792
741,0,1595
742,0,1626
743,0,1606
744,0,1415
745,0,1358
746,0,1277
747,0,1158
748,0,1061
749,0,1256
750,0,1502
751,0,1730
752,0,1795
753,0,1686
754,0,1442
755,0,1248
756,0,1338
757,0,1573
758,0,1616
759,0,1457
760,0,1230
761,0,1219
762,0,1436
763,0,1730
764,0,1819
765,0,1624
766,0,1215
767,0,1211
768,0,1303
769,0,1618
770,0,1800
771,0,1813
772,0,1612
773,0,1441
774,0,1233
775,0,1174
776,0,1194
777,0,1371
778,0,1556
779,0,1785
780,0,1793
781,0,1616
782,0,1318
783,0,1295
784,0,1359
785,0,1447
786,0,1445
787,0,1484
788,0,1525
789,0,1650
790,0,1544
791,0,1360
792,0,1238
793,0,1418
794,0,1545
795,0,1401
796,0,1283
797,0,1360
798,0,1546
799,0,1894
800,0,1802
801,0,1466
802,0,1134
803,0,1266
804,0,1493
805,0,1751
806,0,1781
807,0,1672
808,0,1475
809,0,1343
810,0,1165
811,0,1093
812,0,1199
813,0,1598
814,0,2015
815,0,2190
816,0,1948
817,0,1497
818,0,1035
819,0,769
820,0,653
821,0,774
822,0,1156
823,0,1828
824,0,2355
825,0,2525
826,0,2213
827,0,1707
828,0,1131
829,0,864
830,0,761
831,0,910
832,0,1001
833,0,1294
834,0,1810
835,0,2252
836,0,2171
837,0,1761
838,0,1378
839,0,1222
840,0,1272
841,0,1262
842,0,1297
843,0,1483
844,0,1683
845,0,1909
846,0,1869
847,0,1610
848,0,1046
849,0,774
850,0,820
851,0,1205
852,0,1416
853,0,1734
854,0,1948
855,0,1987
856,0,1835
857,0,1392
858,0,1099
859,0,1090
860,0,1276
861,0,1636
862,0,1912
863,0,2081
864,0,1895
865,0,1474
866,0,1163
867,0,1014
868,0,778
869,0,730
