T,S,Score
999,0,3.076543092727661
1009,0,3.001047968864441
1019,0,3.6895387172698975
1029,0,3.800008773803711
1039,0,3.7599074840545654
1049,0,3.9269461631774902
1059,0,3.7759547233581543
1069,0,3.302046537399292
1079,0,2.9700018167495728
1089,0,2.93143630027771
1099,0,2.3135114908218384
1109,0,2.2086541652679443
1119,0,2.4702636003494263
1129,0,2.252072811126709
1139,0,2.0904104709625244
1149,0,2.0248825550079346
1159,0,2.6295374631881714
1169,0,2.2822235822677612
1179,0,1.743226170539856
1189,0,1.8255091905593872
1199,0,1.4681648015975952
1209,0,2.0930213928222656
1219,0,1.7971757650375366
1229,0,2.3365787267684937
1239,0,1.883468508720398
1249,0,1.9360917806625366
1259,0,1.9463086128234863
1269,0,2.1322171688079834
1279,0,2.136271357536316
1289,0,1.9820475578308105
1299,0,1.7030282020568848
1309,0,1.7192720174789429
1319,0,1.6692317724227905
1329,0,1.771823763847351
1339,0,1.940769076347351
1349,0,1.9107146263122559
1359,0,1.6414755582809448
1369,0,1.4316247701644897
1379,0,1.3582621812820435
1389,0,1.2341548800468445
1399,0,1.6224654912948608
1409,0,1.5020092725753784
1419,0,1.4205621480941772
1429,0,1.5130599737167358
1439,0,1.2298576831817627
1449,0,1.218470811843872
1459,0,1.0857930183410645
1469,0,0.9055407047271729
1479,0,0.8731755614280701
1489,0,0.759456992149353
1499,0,0.7328368425369263
1509,0,0.3794316053390503
1519,0,0.31464678049087524
1529,0,0.36214929819107056
1539,0,0.21648555994033813
1549,0,0.5862542390823364
1559,0,0.4968445301055908
1569,0,0.5543817281723022
1579,0,0.2680988311767578
1589,0,0.4312061667442322
1599,0,0.2137259840965271
1609,0,0.6385225653648376
1619,0,0.4553966522216797
1629,0,0.22799080610275269
1639,0,0.36216676235198975
1649,0,0.47242605686187744
1659,0,0.5478614568710327
1669,0,0.37512075901031494
1679,0,0.5470021367073059
1689,0,0.5306729078292847
1699,0,0.6971213817596436
1709,0,0.5446005463600159
1719,0,0.5330318808555603
1729,0,0.7228145003318787
1739,0,0.6002745628356934
1749,0,0.5993744134902954
1759,0,0.4402809739112854
1769,0,0.700614869594574
1779,0,0.8279374241828918
1789,0,0.9178683161735535
1799,0,0.67683345079422
1809,0,0.543010413646698
1819,0,0.5751240253448486
1829,0,0.6363720297813416
1839,0,0.726455569267273
1849,0,0.3016508221626282
1859,0,0.9060339331626892
1869,0,0.5377108454704285
1879,0,0.522264838218689
1889,0,0.3795022964477539
1899,0,0.5111443996429443
1909,0,0.5971922874450684
1919,0,0.5532765984535217
1929,0,0.4189561605453491
1939,0,0.44246912002563477
1949,0,0.610535740852356
1959,0,0.6849101185798645
1969,0,0.715435266494751
1979,0,0.7008163332939148
1989,0,0.5564719438552856
1999,0,0.4598686695098877
2009,0,0.3303951621055603
2019,0,0.6622540354728699
2029,0,0.35768646001815796
2039,0,0.5619981288909912
2049,0,0.6443312764167786
2059,0,0.6348670721054077
2069,0,0.4002472758293152
2079,0,0.36669349670410156
2089,0,0.5170718431472778
2099,0,0.6258417963981628
2109,0,0.5636805891990662
2119,0,0.5500293970108032
2129,0,0.5872089862823486
2139,0,0.5856063961982727
2149,0,0.7443395853042603
2159,0,0.6074007749557495
2169,0,1.0682435035705566
2179,0,1.0675679445266724
2189,0,0.9370428323745728
2199,0,1.1420440673828125
2209,0,1.3100016117095947
2219,0,1.3274918794631958
2229,0,1.271877646446228
2239,0,1.196672260761261
2249,0,1.4026435613632202
2259,0,1.2734779119491577
2269,0,1.436391532421112
2279,0,1.3338298797607422
2289,0,1.0700709223747253
2299,0,1.4915913343429565
2309,0,1.4460208415985107
2319,0,1.9552167654037476
2329,0,1.5111278295516968
2339,0,1.4486640095710754
2349,0,1.965345859527588
2359,0,2.0642166137695312
2369,0,2.219529390335083
2379,0,2.308128237724304
2389,0,1.9988505840301514
2399,0,2.4073731899261475
2409,0,2.564810633659363
2419,0,2.4521303176879883
2429,0,2.3304508924484253
2439,0,2.0900028944015503
2449,0,2.505768299102783
2459,0,2.6408156156539917
2469,0,2.8701303005218506
2479,0,2.681464910507202
2489,0,2.089940667152405
2499,0,3.3687576055526733
2509,0,2.706396698951721
2519,0,3.4050710201263428
2529,0,2.8942030668258667
2539,0,2.6176693439483643
2549,0,2.702620506286621
2559,0,2.2663557529449463
2569,0,2.5407960414886475
2579,0,2.1109601259231567
2589,0,3.033355712890625
2599,0,3.1896767616271973
2609,0,3.2165894508361816
2619,0,2.502355933189392
2629,0,2.464500069618225
2639,0,2.758980870246887
2649,0,2.6082319021224976
2659,0,2.134874105453491
2669,0,1.9386261701583862
2679,0,1.7323276996612549
2689,0,2.0450481176376343
