T,S,X0
0,0.0,68196.14
1,0.0,68173.53
2,0.0,68115.25
3,0.0,68155.086
4,0.0,68104.39
5,0.0,68163.57
6,0.0,68182.91
7,0.0,68167.92
8,0.0,68149.11
9,0.0,68165.69
10,0.0,68039.41
11,0.0,68164.22
12,0.0,68105.84
13,0.0,68194.72
14,0.0,68152.08
15,0.0,68178.78
16,0.0,68116.48
17,0.0,68208.72
18,0.0,68161.39
19,0.0,68170.9
20,0.0,68078.59
21,0.0,68120.69
22,0.0,68115.51
23,0.0,68131.08
24,0.0,68124.234
25,0.0,68149.305
26,0.0,68129.47
27,0.0,68146.34
28,0.0,68231.72
29,0.0,68212.56
30,0.0,68220.61
31,0.0,68155.76
32,0.0,68157.91
33,0.0,68187.984
34,0.0,68133.79
35,0.0,68123.69
36,0.0,68097.39
37,0.0,68154.414
38,0.0,68189.805
39,0.0,68154.516
40,0.0,68183.66
41,0.0,68137.65
42,0.0,68219.09
43,0.0,68178.81
44,0.0,68199.18
45,0.0,68146.19
46,0.0,68177.93
47,0.0,68164.88
48,0.0,68193.016
49,0.0,68215.42
50,0.0,68108.53
51,0.0,68156.93
52,0.0,68251.07
53,0.0,68172.266
54,0.0,68199.625
55,0.0,68172.98
56,0.0,68194.12
57,0.0,68156.08
58,0.0,68120.91
59,0.0,68163.03
60,0.0,68166.69
61,0.0,68092.16
62,0.0,68187.984
63,0.0,68189.87
64,0.0,68171.51
65,0.0,68102.555
66,0.0,68183.3
67,0.0,68084.22
68,0.0,68170.0
69,0.0,68164.41
70,0.0,68080.26
71,0.0,68224.01
72,0.0,68236.586
73,0.0,68241.41
74,0.0,68182.53
75,0.0,68196.5
76,0.0,68155.54
77,0.0,68143.914
78,0.0,68129.81
79,0.0,68218.42
80,0.0,68096.484
81,0.0,68186.63
82,0.0,68223.42
83,0.0,68143.28
84,0.0,68096.0
85,0.0,68137.51
86,0.0,68234.055
87,0.0,68149.9
88,0.0,68215.41
89,0.0,68119.57
90,0.0,68163.64
91,0.0,68175.5
92,0.0,68143.695
93,0.0,68193.97
94,0.0,68137.88
95,0.0,68135.6
96,0.0,68139.16
97,0.0,68266.55
98,0.0,68191.9
99,0.0,68214.414
100,0.0,68174.59
101,0.0,68177.59
102,0.0,68153.0
103,0.0,68128.414
104,0.0,68210.66
105,0.0,68236.47
106,0.0,68200.78
107,0.0,68215.086
108,0.0,68155.67
109,0.0,68114.07
110,0.0,68154.08
111,0.0,68178.86
112,0.0,68189.27
113,0.0,68269.984
114,0.0,68193.836
115,0.0,68166.72
116,0.0,68133.28
117,0.0,68141.88
118,0.0,68104.0
119,0.0,68223.836
120,0.0,68172.3
121,0.0,68168.99
122,0.0,68082.016
123,0.0,68122.68
124,0.0,68206.305
125,0.0,68154.305
126,0.0,68175.56
127,0.0,68173.195
128,0.0,68201.766
129,0.0,68120.37
130,0.0,68166.77
131,0.0,68270.86
132,0.0,68222.125
133,0.0,68184.06
134,0.0,68146.516
135,0.0,68102.78
136,0.0,68133.484
137,0.0,68188.06
138,0.0,68231.6
139,0.0,68229.31
140,0.0,68187.26
141,0.0,68230.53
142,0.0,68167.57
143,0.0,68223.97
144,0.0,68126.24
145,0.0,68165.02
146,0.0,68198.945
147,0.0,68158.37
148,0.0,68146.79
149,0.0,68150.375
150,0.0,68163.5
151,0.0,68150.27
152,0.0,68206.01
153,0.0,68048.945
154,0.0,68127.52
155,0.0,68213.266
156,0.0,68160.336
157,0.0,68165.94
158,0.0,68202.64
159,0.0,68118.46
160,0.0,68219.13
161,0.0,68212.72
162,0.0,68135.734
163,0.0,68148.03
164,0.0,68228.76
165,0.0,68180.5
166,0.0,68109.22
167,0.0,68187.92
168,0.0,68216.78
169,0.0,68131.52
170,0.0,68157.95
171,0.0,68202.234
172,0.0,68178.09
173,0.0,68154.7
174,0.0,68158.64
175,0.0,68240.79
176,0.0,68112.78
177,0.0,68150.86
178,0.0,68174.234
179,0.0,68131.04
180,0.0,68183.484
181,0.0,68182.625
182,0.0,68101.98
183,0.0,68143.58
184,0.0,68140.07
185,0.0,68117.3
186,0.0,68126.93
187,0.0,68073.44
188,0.0,68162.37
189,0.0,68096.375
190,0.0,68163.06
191,0.0,68126.664
192,0.0,68132.4
193,0.0,68088.74
194,0.0,68181.695
195,0.0,68092.39
196,0.0,68093.875
197,0.0,68182.19
198,0.0,68193.66
199,0.0,68176.82
200,0.0,68167.1
201,0.0,68177.39
202,0.0,68144.55
203,0.0,68210.08
204,0.0,68235.92
205,0.0,68153.28
206,0.0,68177.02
207,0.0,68221.28
208,0.0,68116.48
209,0.0,68244.37
210,0.0,68151.45
211,0.0,68226.53
212,0.0,68180.03
213,0.0,68128.59
214,0.0,68234.79
215,0.0,68116.71
216,0.0,68145.64
217,0.0,68135.336
218,0.0,68106.23
219,0.0,68129.28
220,0.0,68189.4
221,0.0,68175.98
222,0.0,68126.25
223,0.0,68146.66
224,0.0,68121.89
225,0.0,68173.0
226,0.0,68105.86
227,0.0,68183.72
228,0.0,68240.62
229,0.0,68096.51
230,0.0,68245.38
231,0.0,68221.414
232,0.0,68160.05
233,0.0,68192.5
234,0.0,68214.63
235,0.0,68212.62
236,0.0,68248.734
237,0.0,68147.805
238,0.0,68237.02
239,0.0,68145.52
240,0.0,68167.59
241,0.0,68112.766
242,0.0,68114.164
243,0.0,68135.54
244,0.0,68142.57
245,0.0,68270.8
246,0.0,68194.53
247,0.0,68155.32
248,0.0,68216.27
249,0.0,68268.56
250,0.0,68212.52
251,0.0,68205.8
252,0.0,68171.88
253,0.0,68267.16
254,0.0,68154.08
255,0.0,68145.17
256,0.0,68209.9
257,0.0,68184.25
258,0.0,68187.914
259,0.0,68142.86
260,0.0,68194.43
261,0.0,68199.36
262,0.0,68229.24
263,0.0,68226.05
264,0.0,68215.28
265,0.0,68212.05
266,0.0,68189.26
267,0.0,68218.54
268,0.0,68176.11
269,0.0,68203.1
270,0.0,68141.555
271,0.0,68180.7
272,0.0,68187.18
273,0.0,68208.164
274,0.0,68193.42
275,0.0,68162.4
276,0.0,68118.336
277,0.0,68174.87
278,0.0,68182.02
279,0.0,68180.78
280,0.0,68162.38
281,0.0,68169.055
282,0.0,68254.98
283,0.0,68099.83
284,0.0,68197.08
285,0.0,68200.016
286,0.0,68214.25
287,0.0,68178.76
288,0.0,68120.625
289,0.0,68255.26
290,0.0,68155.31
291,0.0,68169.336
292,0.0,68180.59
293,0.0,68127.86
294,0.0,68180.65
295,0.0,68228.266
296,0.0,68174.38
297,0.0,68254.84
298,0.0,68190.086
299,0.0,68306.586
300,0.0,68159.695
301,0.0,68163.88
302,0.0,68167.23
303,0.0,68198.01
304,0.0,68192.43
305,0.0,68256.78
306,0.0,68234.61
307,0.0,68158.34
308,0.0,68175.82
309,0.0,68167.34
310,0.0,68148.66
311,0.0,68110.96
312,0.0,68146.22
313,0.0,68137.9
314,0.0,68081.836
315,0.0,68197.75
316,0.0,68159.29
317,0.0,68193.71
318,0.0,68096.91
319,0.0,68201.84
320,0.0,68177.62
