T,S,X0
0,0,1013
1,0,774
2,0,649
3,0,789
4,0,1064
5,0,1200
6,0,1268
7,0,1245
8,0,1091
9,0,1104
10,0,1150
11,0,970
12,0,858
13,0,685
14,0,640
15,0,776
16,0,1012
17,0,1188
18,0,1293
19,0,1357
20,0,1379
21,0,1160
22,0,892
23,0,654
24,0,587
25,0,597
26,0,771
27,0,983
28,0,1207
29,0,1412
30,0,1420
31,0,1364
32,0,1241
33,0,934
34,0,717
35,0,736
36,0,804
37,0,887
38,0,1022
39,0,1158
40,0,1146
41,0,1087
42,0,1097
43,0,1054
44,0,978
45,0,1038
46,0,1271
47,0,1343
48,0,1217
49,0,868
50,0,739
51,0,787
52,0,930
53,0,1077
54,0,1172
55,0,1046
56,0,1015
57,0,913
58,0,789
59,0,716
60,0,715
61,0,838
62,0,948
63,0,1070
64,0,1157
65,0,1332
66,0,1477
67,0,1668
68,0,1522
69,0,1214
70,0,961
71,0,886
72,0,765
73,0,679
74,0,690
75,0,872
76,0,983
77,0,917
78,0,883
79,0,957
80,0,1193
81,0,1346
82,0,1455
83,0,1536
84,0,1429
85,0,1103
86,0,725
87,0,551
88,0,582
89,0,679
90,0,722
91,0,934
92,0,999
93,0,1028
94,0,1214
95,0,1313
96,0,1244
97,0,1137
98,0,962
99,0,935
100,0,953
101,0,942
102,0,1039
103,0,1162
104,0,1259
105,0,1266
106,0,1191
107,0,1171
108,0,967
109,0,915
110,0,1113
111,0,1245
112,0,937
113,0,627
114,0,472
115,0,503
116,0,776
117,0,1139
118,0,1387
119,0,1408
120,0,1438
121,0,1372
122,0,1198
123,0,1122
124,0,1137
125,0,1022
126,0,807
127,0,496
128,0,352
129,0,435
130,0,591
131,0,879
132,0,1144
133,0,1438
134,0,1632
135,0,1562
136,0,1418
137,0,1349
138,0,1347
139,0,1294
140,0,1183
141,0,1009
142,0,837
143,0,557
144,0,380
145,0,226
146,0,370
147,0,822
148,0,1199
149,0,1513
150,0,1740
151,0,1837
152,0,1599
153,0,1319
154,0,1264
155,0,933
156,0,536
157,0,342
158,0,211
159,0,265
160,0,554
161,0,1144
162,0,1527
163,0,1692
164,0,1652
165,0,1436
166,0,1259
167,0,1056
168,0,908
169,0,721
170,0,528
171,0,443
172,0,444
173,0,701
174,0,1060
175,0,1385
176,0,1596
177,0,1650
178,0,1483
179,0,1260
180,0,1072
181,0,1022
182,0,985
183,0,856
184,0,739
185,0,773
186,0,861
187,0,740
188,0,626
189,0,686
190,0,1012
191,0,1342
192,0,1550
193,0,1514
194,0,1499
195,0,1396
196,0,1265
197,0,1008
198,0,654
199,0,345
200,0,386
201,0,671
202,0,1001
203,0,1209
204,0,1234
205,0,1203
206,0,1012
207,0,829
208,0,884
209,0,992
210,0,1319
211,0,1485
212,0,1440
213,0,1338
214,0,1035
215,0,803
216,0,803
217,0,813
218,0,815
219,0,892
220,0,888
221,0,853
222,0,805
223,0,842
224,0,1185
225,0,1473
226,0,1582
227,0,1406
228,0,1221
229,0,1059
230,0,823
231,0,731
232,0,774
233,0,767
234,0,800
235,0,753
236,0,881
237,0,1031
238,0,1194
239,0,1298
240,0,1315
241,0,1211
242,0,1199
243,0,1310
244,0,1194
245,0,911
246,0,648
247,0,535
248,0,638
249,0,892
250,0,1058
251,0,1060
252,0,1083
253,0,1290
254,0,1438
255,0,1497
256,0,1443
257,0,1171
258,0,915
259,0,767
260,0,682
261,0,623
262,0,691
263,0,776
264,0,939
265,0,1089
266,0,1392
267,0,1390
268,0,1164
269,0,1144
270,0,1308
271,0,1378
272,0,1293
273,0,1145
274,0,883
275,0,540
276,0,345
277,0,297
278,0,601
279,0,1090
280,0,1591
281,0,1736
282,0,1608
283,0,1270
284,0,927
285,0,773
286,0,874
287,0,1086
288,0,1228
289,0,1192
290,0,1029
291,0,749
292,0,594
293,0,541
294,0,775
295,0,1202
296,0,1527
297,0,1487
298,0,1348
299,0,1125
300,0,901
301,0,750
302,0,786
303,0,808
304,0,1044
305,0,1244
306,0,1328
307,0,1220
308,0,1035
309,0,874
310,0,722
311,0,583
312,0,665
313,0,880
314,0,1282
315,0,1644
316,0,1686
317,0,1498
318,0,1082
319,0,894
320,0,816
321,0,835
322,0,859
323,0,882
324,0,990
325,0,1004
326,0,982
327,0,863
328,0,863
329,0,1012
330,0,1181
331,0,1303
332,0,1183
333,0,1059
334,0,981
335,0,1004
336,0,1027
337,0,926
338,0,820
339,0,847
340,0,892
341,0,730
342,0,925
343,0,1362
344,0,1751
345,0,1789
346,0,1437
347,0,901
348,0,455
349,0,186
350,0,235
351,0,537
352,0,1196
353,0,1725
354,0,1826
355,0,1577
356,0,1200
357,0,927
358,0,780
359,0,848
360,0,1025
361,0,1148
362,0,1023
363,0,827
364,0,835
365,0,799
366,0,736
367,0,756
368,0,854
369,0,974
