T,S,X0
0,0,5881
1,0,5960
2,0,6110
3,0,6131
4,0,5936
5,0,5803
6,0,5960
7,0,6043
8,0,6047
9,0,5989
10,0,5754
11,0,5809
12,0,6011
13,0,6210
14,0,6305
15,0,5987
16,0,5811
17,0,6015
18,0,5947
19,0,5913
20,0,5940
21,0,5936
22,0,5929
23,0,5923
24,0,6012
25,0,6021
26,0,6082
27,0,6125
28,0,6075
29,0,5926
30,0,5892
31,0,5981
32,0,5971
33,0,6040
34,0,5980
35,0,5853
36,0,5800
37,0,6054
38,0,6243
39,0,6197
40,0,5913
41,0,5801
42,0,6028
43,0,6070
44,0,5842
45,0,5827
46,0,6104
47,0,6089
48,0,5929
49,0,5946
50,0,6043
51,0,5910
52,0,5945
53,0,6143
54,0,5976
55,0,5850
56,0,6105
57,0,6182
58,0,6118
59,0,5980
60,0,5779
61,0,5783
62,0,5975
63,0,6031
64,0,5898
65,0,5778
66,0,6000
67,0,6156
68,0,6279
69,0,6207
70,0,6077
71,0,5974
72,0,5879
73,0,5908
74,0,5955
75,0,5945
76,0,5937
77,0,5811
78,0,5904
79,0,6138
80,0,6184
81,0,6058
82,0,5930
83,0,5859
84,0,5976
85,0,6014
86,0,5979
87,0,5991
88,0,6048
89,0,5950
90,0,6085
91,0,6100
92,0,6001
93,0,5962
94,0,6005
95,0,6000
96,0,5919
97,0,5949
98,0,6098
99,0,5930
100,0,5798
101,0,5863
102,0,6029
103,0,6189
104,0,6104
105,0,6015
106,0,5955
107,0,6142
108,0,6180
109,0,6000
110,0,6018
111,0,5901
112,0,5856
113,0,5847
114,0,5979
115,0,5915
116,0,5974
117,0,6092
118,0,6055
119,0,5952
120,0,6015
121,0,6071
122,0,6105
123,0,6039
124,0,5955
125,0,6076
126,0,5974
127,0,6012
128,0,6057
129,0,5979
130,0,5826
131,0,5915
132,0,6041
133,0,5982
134,0,5957
135,0,5996
136,0,6160
137,0,6162
138,0,6079
139,0,5909
140,0,5927
141,0,6018
142,0,6105
143,0,5996
144,0,5828
145,0,5966
146,0,6038
147,0,6062
148,0,5941
149,0,5893
150,0,6017
151,0,6184
152,0,6171
153,0,5922
154,0,6003
155,0,6044
156,0,6012
157,0,5873
158,0,5810
159,0,5922
160,0,5872
161,0,6014
162,0,6286
163,0,6176
164,0,5954
165,0,6040
166,0,6037
167,0,6007
168,0,5921
169,0,5824
170,0,5878
171,0,6085
172,0,6232
173,0,6038
174,0,5850
175,0,5901
176,0,6088
177,0,6046
178,0,6032
179,0,5984
180,0,5951
181,0,6073
182,0,5934
183,0,5877
184,0,6130
185,0,6074
186,0,5910
187,0,5872
188,0,5990
189,0,6177
190,0,6109
191,0,5917
192,0,5942
193,0,5964
194,0,6040
195,0,5913
196,0,5946
197,0,6104
198,0,5935
199,0,5803
200,0,5970
201,0,6181
202,0,6144
203,0,6052
204,0,5910
205,0,5894
206,0,6067
207,0,6138
208,0,5862
209,0,5844
210,0,5970
211,0,6060
212,0,6096
213,0,5997
214,0,5885
215,0,5828
216,0,5958
217,0,6050
218,0,6243
219,0,6053
220,0,5797
221,0,5810
222,0,5983
223,0,6009
224,0,5949
225,0,6009
226,0,6180
227,0,6083
228,0,5905
229,0,5896
230,0,5860
231,0,5893
232,0,5962
233,0,6124
234,0,6197
235,0,5924
236,0,5796
237,0,6085
238,0,6104
239,0,5866
240,0,5864
241,0,5897
242,0,5943
243,0,5952
244,0,6073
245,0,6103
246,0,6050
247,0,5986
248,0,5897
249,0,5967
