T,S,X0
0,0,-299720
1,0,-288323
2,0,-278184
3,0,-273818
4,0,-274108
5,0,-279714
6,0,-285319
7,0,-290890
8,0,-291482
9,0,-286740
10,0,-283562
11,0,-287039
12,0,-288525
13,0,-286988
14,0,-287975
15,0,-287412
16,0,-284401
17,0,-282554
18,0,-279644
19,0,-279181
20,0,-279899
21,0,-285323
22,0,-293404
23,0,-294164
24,0,-290829
25,0,-289231
26,0,-287410
27,0,-279777
28,0,-275729
29,0,-276248
30,0,-283661
31,0,-294606
32,0,-296476
33,0,-288487
34,0,-283296
35,0,-279921
36,0,-277056
37,0,-284406
38,0,-289043
39,0,-290271
40,0,-287242
41,0,-279736
42,0,-282009
43,0,-287127
44,0,-295395
45,0,-298645
46,0,-291667
47,0,-280603
48,0,-269335
49,0,-269966
50,0,-279863
51,0,-285470
52,0,-291182
53,0,-292951
54,0,-289108
55,0,-287000
56,0,-288341
57,0,-289392
58,0,-290208
59,0,-287976
60,0,-287051
61,0,-284002
62,0,-279536
63,0,-276927
64,0,-275271
65,0,-279614
66,0,-282746
67,0,-285930
68,0,-293524
69,0,-299310
70,0,-295658
71,0,-289001
72,0,-285167
73,0,-284515
74,0,-286436
75,0,-281234
76,0,-277023
77,0,-275508
78,0,-280013
79,0,-283240
80,0,-287218
81,0,-292826
82,0,-294101
83,0,-296654
84,0,-289836
85,0,-280614
86,0,-274696
87,0,-279812
88,0,-281593
89,0,-288839
90,0,-290475
91,0,-287663
92,0,-286816
93,0,-286520
94,0,-284076
95,0,-281284
96,0,-284201
97,0,-289350
98,0,-289052
99,0,-284986
100,0,-278349
101,0,-277379
102,0,-287492
103,0,-291205
104,0,-294556
105,0,-291475
106,0,-284633
107,0,-280842
108,0,-285226
109,0,-284369
110,0,-282550
111,0,-276683
112,0,-278793
113,0,-289191
114,0,-293377
115,0,-291826
116,0,-289443
117,0,-290140
118,0,-288794
119,0,-280545
120,0,-275753
121,0,-276875
122,0,-279498
123,0,-290136
124,0,-294874
125,0,-289322
126,0,-285162
127,0,-283739
128,0,-285072
129,0,-290673
130,0,-288231
131,0,-281552
132,0,-276341
133,0,-280963
134,0,-285983
135,0,-290334
136,0,-294304
137,0,-290339
138,0,-284027
139,0,-279455
140,0,-283212
141,0,-285403
142,0,-284354
143,0,-284525
144,0,-285699
145,0,-285948
146,0,-288166
147,0,-288951
148,0,-289154
149,0,-284239
150,0,-277833
151,0,-277732
152,0,-283789
153,0,-291638
154,0,-294369
155,0,-291289
156,0,-284178
157,0,-281731
158,0,-282594
159,0,-285315
160,0,-285541
161,0,-287329
162,0,-281101
163,0,-279559
164,0,-284914
165,0,-287277
166,0,-291946
167,0,-289603
