T,S,X0
0,0,1611
1,0,1631
2,0,1595
3,0,1547
4,0,1512
5,0,1495
6,0,1449
7,0,1382
8,0,1311
9,0,1282
10,0,1306
11,0,1394
12,0,1491
13,0,1562
14,0,1632
15,0,1638
16,0,1655
17,0,1510
18,0,1311
19,0,1175
20,0,1247
21,0,1392
22,0,1556
23,0,1650
24,0,1611
25,0,1515
26,0,1429
27,0,1390
28,0,1440
29,0,1522
30,0,1551
31,0,1575
32,0,1543
33,0,1409
34,0,1279
35,0,1272
36,0,1373
37,0,1390
38,0,1486
39,0,1605
40,0,1658
41,0,1660
42,0,1568
43,0,1390
44,0,1315
45,0,1247
46,0,1293
47,0,1351
48,0,1504
49,0,1680
50,0,1816
51,0,1731
52,0,1494
53,0,1275
54,0,1209
55,0,1237
56,0,1379
57,0,1552
58,0,1638
59,0,1663
60,0,1547
61,0,1406
62,0,1282
63,0,1344
64,0,1497
65,0,1630
66,0,1610
67,0,1506
68,0,1334
69,0,1237
70,0,1272
71,0,1430
72,0,1628
73,0,1780
74,0,1794
75,0,1582
76,0,1322
77,0,1136
78,0,1124
79,0,1330
80,0,1573
81,0,1738
82,0,1766
83,0,1655
84,0,1426
85,0,1280
86,0,1203
87,0,1253
88,0,1390
89,0,1524
90,0,1692
91,0,1853
92,0,1819
93,0,1576
94,0,1258
95,0,1019
96,0,1023
97,0,1197
98,0,1518
99,0,1833
100,0,1980
101,0,1855
102,0,1557
103,0,1192
104,0,968
105,0,1004
106,0,1295
107,0,1615
108,0,1829
109,0,1840
110,0,1603
111,0,1306
112,0,1206
113,0,1288
114,0,1481
115,0,1664
116,0,1715
117,0,1613
118,0,1392
119,0,1239
120,0,1258
121,0,1368
122,0,1518
123,0,1581
124,0,1563
125,0,1594
126,0,1607
127,0,1517
128,0,1388
129,0,1254
130,0,1189
131,0,1326
132,0,1548
133,0,1719
134,0,1687
135,0,1602
136,0,1442
137,0,1328
138,0,1266
139,0,1315
140,0,1438
141,0,1594
142,0,1667
143,0,1645
144,0,1561
145,0,1402
146,0,1291
147,0,1287
148,0,1368
149,0,1401
150,0,1397
151,0,1479
152,0,1534
153,0,1576
154,0,1610
155,0,1556
156,0,1473
157,0,1459
158,0,1504
159,0,1450
160,0,1264
161,0,1217
162,0,1290
163,0,1454
164,0,1651
165,0,1758
166,0,1711
167,0,1571
168,0,1430
169,0,1326
170,0,1335
171,0,1329
172,0,1244
173,0,1275
174,0,1398
175,0,1591
176,0,1731
177,0,1755
178,0,1679
179,0,1495
180,0,1345
181,0,1271
182,0,1246
183,0,1290
184,0,1319
185,0,1389
186,0,1505
187,0,1674
188,0,1740
189,0,1751
190,0,1702
191,0,1507
192,0,1292
193,0,1092
194,0,1051
195,0,1153
196,0,1487
197,0,1750
198,0,1757
199,0,1744
200,0,1638
201,0,1403
202,0,1212
203,0,1193
204,0,1287
205,0,1455
206,0,1565
207,0,1537
208,0,1501
209,0,1541
210,0,1549
211,0,1393
212,0,1273
213,0,1345
214,0,1469
215,0,1604
216,0,1729
217,0,1684
218,0,1421
219,0,1219
220,0,1165
221,0,1178
222,0,1308
223,0,1668
224,0,1921
225,0,1827
226,0,1593
227,0,1444
228,0,1236
229,0,1141
230,0,1174
231,0,1311
232,0,1494
233,0,1627
234,0,1707
235,0,1649
236,0,1523
237,0,1436
238,0,1451
239,0,1489
240,0,1463
241,0,1386
242,0,1360
243,0,1362
244,0,1435
245,0,1514
246,0,1627
247,0,1688
248,0,1542
249,0,1316
250,0,1247
251,0,1345
252,0,1475
253,0,1576
254,0,1661
255,0,1661
256,0,1535
257,0,1413
258,0,1315
259,0,1297
260,0,1352
261,0,1372
262,0,1478
263,0,1564
264,0,1550
265,0,1625
266,0,1696
267,0,1622
268,0,1468
269,0,1323
270,0,1169
271,0,1112
272,0,1340
273,0,1558
274,0,1752
275,0,1798
276,0,1726
277,0,1511
278,0,1271
279,0,1183
280,0,1246
281,0,1467
282,0,1550
283,0,1554
284,0,1443
285,0,1355
286,0,1408
287,0,1476
288,0,1486
289,0,1521
290,0,1495
291,0,1582
292,0,1611
293,0,1578
294,0,1471
295,0,1298
296,0,1149
297,0,1227
298,0,1386
299,0,1595
300,0,1746
301,0,1804
302,0,1671
303,0,1416
304,0,1223
305,0,1146
306,0,1181
307,0,1254
308,0,1473
309,0,1641
310,0,1695
311,0,1752
312,0,1727
313,0,1521
314,0,1326
315,0,1205
316,0,1195
317,0,1285
318,0,1467
319,0,1602
320,0,1684
321,0,1707
322,0,1619
323,0,1476
324,0,1333
325,0,1307
326,0,1303
327,0,1334
328,0,1397
329,0,1497
330,0,1632
331,0,1723
332,0,1695
333,0,1535
334,0,1376
335,0,1310
336,0,1242
337,0,1245
338,0,1341
339,0,1527
340,0,1660
341,0,1655
342,0,1574
343,0,1478
344,0,1467
345,0,1484
346,0,1475
347,0,1395
348,0,1293
349,0,1341
350,0,1468
351,0,1538
352,0,1584
353,0,1634
354,0,1666
355,0,1607
356,0,1512
357,0,1347
358,0,1296
359,0,1304
360,0,1337
361,0,1337
362,0,1430
363,0,1547
364,0,1613
365,0,1677
366,0,1650
367,0,1560
368,0,1464
369,0,1348
370,0,1325
371,0,1303
372,0,1337
373,0,1460
374,0,1495
375,0,1479
376,0,1441
377,0,1554
378,0,1675
379,0,1549
380,0,1447
381,0,1317
382,0,1325
383,0,1356
384,0,1509
385,0,1556
386,0,1602
387,0,1510
388,0,1440
389,0,1498
390,0,1420
391,0,1464
392,0,1424
393,0,1433
394,0,1550
395,0,1493
396,0,1396
397,0,1474
398,0,1481
399,0,1509
400,0,1450
401,0,1384
402,0,1351
403,0,1361
404,0,1457
