Time,SAP_FLUX,PDCSAP_FLUX
291.4159904019034,1032595.8,
291.4166714778039,1032423.44,1040113.06
291.41735265370517,1032681.1,1040373.44
291.41803372960567,1032613.44,1040305.25
291.4187147056218,1032654.5,1040346.9
291.4193957815296,1032258.4,1039947.0
291.42007695743087,1032543.5,1040235.2
291.42075803333137,1032686.06,1040379.4
291.42143920923263,1032804.8,1040499.4
291.42212028513313,1032145.2,1039833.4
291.42280136115005,1032427.5,1040118.75
291.4234824370578,1032091.25,1039779.25
291.42416351295833,1032502.56,1040194.9
291.42484458885883,1032437.56,1040129.44
291.42552566475933,1032730.0,1040424.94
291.4262068406606,1032760.0,1040455.4
291.4268879166848,1032568.7,1040262.44
291.4275689925853,1032830.7,1040527.2
291.42825016848656,1032592.25,1040286.56
291.42893124438706,1032631.6,1040326.44
291.42961232028756,1032429.8,1040122.9
291.43029339618806,1032520.7,1040214.8
291.43097447221226,1032486.8,1040180.75
291.43165554811276,1032611.44,1040306.75
291.43233662401326,1032680.8,1040377.06
291.4330177999145,1032622.94,1040318.75
291.433698875815,1032629.0,1040325.0
291.4343799517228,1032857.1,1040555.56
291.43506112762407,1032710.8,1040407.94
291.4357421036402,1032866.0,1040564.8
291.4364231795407,1032750.75,1040448.56
291.437104355442,1032897.9,1040597.3
291.43778543134977,1032598.9,1040295.44
291.43846650725027,1032563.6,1040259.9
291.43914768315153,1032785.4,1040484.0
291.43982875905203,1032149.2,1039841.56
291.4405099349533,1032744.44,1040442.9
291.44119091097673,1032484.06,1040180.0
291.44187198687723,1032797.1,1040496.25
291.44255306277773,1032588.4,1040285.44
291.443234238679,1032624.3,1040321.75
291.4439153145795,1032624.1,1040321.7
291.44459649048076,1032780.94,1040480.06
291.44527756638854,1032623.3,1040320.9
291.44595864240546,1032551.7,1040248.5
291.4466396183052,1032875.44,1040575.5
291.44732079420646,1032634.25,1040331.9
291.44800187010696,1032466.44,1040162.4
291.4486830460155,1032719.3,1040417.75
291.449364121916,1032471.4,1040167.25
291.4500451978165,1032455.44,1040151.06
291.4507262738334,1031949.06,1039639.56
291.4514074497347,1032622.9,1040320.0
291.4520884256417,1032595.0,1040291.75
291.4527695015422,1032324.6,1040018.56
291.45345067744347,1032274.7,1039968.0
291.454131753344,1032591.75,1040288.0
291.4548128292445,1032258.8,1039951.7
291.45549400514574,1032518.5,1040213.7
291.4561750810535,1032409.5,1040103.44
291.45685615707043,1032342.8,1040035.9
291.4575371329702,1032340.94,1040033.75
291.45821830887144,1032544.4,1040239.0
291.45889938477194,1032330.0,1040022.25
291.4595804606797,1032366.6,1040058.94
291.460261636581,1032698.9,1040394.2
291.4609427124815,1032642.3,1040336.8
291.461623788382,1032298.7,1039989.56
291.46230496428325,1032605.0,1040298.5
291.4629859403067,1032504.8,1040197.0
291.4636670162072,1032716.25,1040410.2
291.46434819210845,1032661.06,1040354.1
291.46502926800895,1032128.0,1039815.4
291.46571034390945,1032774.75,1040468.2
291.4663915198107,1032492.56,1040182.75
291.4670725957185,1032750.3,1040442.6
291.467753671619,1032689.2,1040380.44
291.46843464751873,1032705.8,1040396.75
291.46911582342,1032531.06,1040219.9
291.4697968994442,1032552.6,1040241.1
291.4704779753447,1032710.44,1040400.1
291.47115915124596,1032754.3,1040443.94
291.47184022714646,1032533.56,1040220.56
291.4725214030477,1032469.0,1040154.94
291.4732024789482,1032488.2,1040173.8
291.47388345485524,1032475.4,1040160.44
291.47456453075574,1032511.7,1040196.7
291.475245706657,1032657.06,1040343.06
291.4759267825575,1032428.6,1040111.94
291.47660795845877,1032520.94,1040204.75
291.47728903436655,1032637.1,1040321.75
291.47797011038347,1032583.2,1040266.94
291.47865128628473,1032576.7,1040260.06
291.47933226218447,1032501.1,1040183.5
291.480013338085,1032584.44,1040267.3
291.48069451398624,1032598.06,1040280.9
291.481375589894,1032653.0,1040336.2
291.4820566657945,1032523.94,1040205.7
291.4827378416958,1032636.4,1040319.1
291.4834189175963,1032325.5,1040005.06
291.4840999934968,1032322.7,1040002.25
291.48478106940456,1032537.44,1040219.1
291.4854621454215,1032361.3,1040041.3
291.486143221322,1032558.5,1040240.56
291.4868242972225,1032703.1,1040386.8
291.48750547312375,1032455.0,1040136.44
291.4881865490315,1032736.44,1040421.0
291.488867624932,1032533.4,1040216.25
291.48954870083253,1032385.1,1040067.0
291.4902298767338,1032379.8,1040062.06
291.49091085263353,1032584.25,1040269.0
291.4915919285413,1032438.8,1040122.6
291.4922731044426,1032439.56,1040123.9
291.4929541803431,1032828.8,1040517.56
291.4936352562436,1032315.25,1039999.5
291.49431643214484,1032751.6,1040440.94
291.49499750804534,1032807.25,1040497.7
291.4956786839539,1032622.8,1040312.1
291.4963596598536,1032577.5,1040267.0
291.49704073587054,1032502.7,1040192.1
291.49772181177104,1032711.2,1040403.4
291.4984029876723,1032725.4,1040418.3
291.4990840635801,1032640.06,1040332.8
291.49976523948135,1032574.94,1040267.75
291.50044631538185,1032805.6,1040501.25
291.50112739128235,1032692.8,1040387.94
291.5018083671821,1032819.0,1040515.94
291.50248954309063,1032827.7,1040525.3
291.50317061899113,1032549.44,1040244.8
291.5038517948924,1032549.25,1040245.1
291.5045328707929,1032439.6,1040134.8
291.5052139466934,1032406.2,1040101.44
291.50589512259467,1032634.25,1040332.2
291.50657619850244,1032873.75,1040574.3
291.5072571744022,1032847.8,1040548.44
291.5079382503027,1032532.94,1040230.56
291.50861942620395,1032542.75,1040240.6
291.50930050210445,1032622.9,1040321.6
291.509981678013,1032631.8,1040330.6
291.5106627539135,1032679.44,1040378.7
291.5113438299304,1032827.6,1040528.25
291.5120249058309,1032679.7,1040378.75
291.5127059817314,1032556.06,1040253.75
291.5133870576392,1032646.9,1040345.25
291.5140681335397,1032576.9,1040274.4
291.51474930944096,1032763.8,1040462.9
291.51543038534146,1032515.8,1040212.1
291.51611146124196,1032434.7,1040129.8
291.51679253714974,1033113.75,1040815.3
291.517473713051,1032903.94,1040603.06
291.51815468895074,1032641.1,1040337.25
291.51883576485125,1032582.5,1040277.7
291.5195169407525,1032637.6,1040333.0
291.520198016653,1032522.56,1040216.3
291.5208790925608,1032519.3,1040212.6
291.52156026846205,1032307.5,1039998.3
291.52224134436256,1032406.9,1040098.3
291.52292242026306,1032523.06,1040215.3
291.52360349616356,1032486.4,1040177.9
291.52428457207134,1032234.0,1039922.6
291.52496564797184,1032413.94,1040104.06
291.5256468238731,1032765.1,1040458.44
291.5263278997736,1032449.9,1040139.75
291.5270089756741,1032630.0,1040321.4
291.52769015157537,1032507.3,1040197.3
291.52837122748315,1032587.8,1040278.4
291.5290522033829,1032305.7,1039993.3
291.52973337928415,1032423.3,1040112.0
291.53041445518465,1032444.6,1040133.44
291.53109553109243,1032204.3,1039890.7
291.5317767069937,1032631.8,1040322.44
291.5324577828942,1032646.94,1040337.7
291.5331388587947,1032608.2,1040298.56
291.53382003469596,1032539.75,1040229.5
291.5345010105957,1032616.06,1040306.7
291.5351820865035,1032632.56,1040323.4
291.53586326240475,1032889.3,1040582.9
291.53654433830525,1032802.4,1040495.2
291.53722541420575,1032928.3,1040622.56
291.537906590107,1032428.5,1040117.94
291.5385876660148,1032664.25,1040356.2
291.5392687419153,1032829.6,1040523.4
291.5399498178158,1032443.7,1040133.9
291.5406308937163,1032446.06,1040136.44
291.5413119696168,1032604.4,1040296.56
291.54199314551806,1032423.1,1040113.7
291.54267422142584,1032325.44,1040015.3
291.54335529732634,1032954.25,1040650.6
291.54403637322685,1032566.94,1040259.7
291.5447175491281,1032355.2,1040046.06
291.5453986250286,1032600.4,1040293.94
291.5460796009356,1032412.25,1040104.2
291.5467607768369,1032434.94,1040127.3
291.5474418527374,1032599.06,1040293.25
291.5481229286379,1032760.2,1040456.2
291.54880410453916,1032296.94,1039988.56
291.54948518044694,1032661.1,1040356.56
291.55016625634744,1032462.06,1040155.75
291.5508474322487,1032530.1,1040224.6
291.55152840814844,1032732.6,1040429.2
291.55220948404894,1032712.5,1040409.06
291.5528905599567,1032980.25,1040679.56
291.553571735858,1032944.7,1040643.8
291.5542528117585,1032758.94,1040456.3
291.55493398765975,1032771.44,1040469.0
291.55561506356025,1032478.1,1040172.75
291.55629613946076,1032956.8,1040656.3
291.5569771153678,1032634.4,1040330.75
291.55765829126904,1032545.8,1040241.3
291.55833936716954,1032696.44,1040393.44
291.55902044307004,1032419.5,1040113.7
291.5597016189713,1032566.56,1040262.25
291.5603826948791,1032380.0,1040073.9
291.56106387078034,1032528.44,1040223.75
291.56174494668085,1032501.9,1040196.9
291.5624259225806,1032681.0,1040377.7
291.5631069984811,1032687.56,1040384.25
291.5637881742732,1032780.1,1040477.6
291.56446925029013,1032815.2,1040512.94
291.565150426075,1032879.25,1040577.44
291.5658315019755,1032719.6,1040416.1
291.566512577876,1032453.56,1040147.3
291.56719375377725,1032296.06,1039988.06
291.56787472968426,1032633.0,1040328.2
291.56855580558477,1032480.25,1040173.7
291.56923698148603,1032595.6,1040290.0
291.56991805738653,1032434.3,1040126.9
291.57059913328703,1032602.0,1040296.0
291.5712802091948,1032494.56,1040187.25
291.5719613850961,1032649.0,1040342.94
291.5726424609966,1032424.0,1040115.44
291.5733234368963,1032531.7,1040223.94
291.5740046127976,1032362.9,1040053.2
291.57468568870536,1032571.25,1040263.4
291.57536676460586,1032414.56,1040104.75
291.5760479405071,1032416.8,1040106.9
291.5767290164076,1032669.7,1040361.94
291.5774100923081,1032636.3,1040328.0
291.5780911680995,1032620.94,1040312.2
291.578772244,1032592.6,1040283.3
291.5794533199005,1032528.75,1040218.56
291.580134395801,1032471.5,1040160.5
291.58081557170226,1032504.06,1040193.25
291.58149664760276,1032572.2,1040261.75
291.58217772351054,1032740.4,1040431.5
291.5828588994118,1032959.7,1040652.8
291.5835399753123,1032512.6,1040201.2
291.58422095121205,1032500.75,1040189.1
291.5849021271133,1032507.6,1040195.9
291.5855832030211,1032388.5,1040075.5
291.5862642789216,1032468.56,1040156.3
291.58694545482285,1032685.5,1040375.44
291.58762653072336,1032601.5,1040290.6
291.5883077065082,1032598.94,1040288.1
291.5889887824087,1032562.0,1040250.8
291.5896697583157,1032539.44,1040228.25
291.5903508342162,1032895.25,1040587.7
291.5910320101175,1032912.94,1040605.8
291.591713086018,1032801.56,1040493.5
291.59239416192577,1032555.06,1040244.8
291.59307533782703,1032950.56,1040644.56
291.59375641372753,1032657.8,1040349.2
291.5944375896288,1032481.6,1040171.6
291.59511856552854,1032333.0,1040021.8
291.59579964142904,1032903.5,1040598.3
291.5964807173368,1032547.5,1040239.1
291.59716189312167,1032466.56,1040157.8
291.59784296902217,1032877.5,1040573.2
291.59852404492267,1032272.25,1039962.3
291.59920522082393,1032469.9,1040162.25
291.5998862967317,1032735.7,1040431.06
291.6005673726322,1032532.9,1040226.6
291.6012484485327,1032629.5,1040324.5
291.6019295244332,1032628.56,1040323.94
291.6026106003337,1032371.5,1040064.56
291.603291776235,1032689.9,1040386.4
291.60397285214276,1032450.3,1040144.75
291.60465392792685,1032879.7,1040578.56
291.60533500382735,1032642.7,1040339.44
291.6060161797286,1032342.1,1040036.06
291.60669715562835,1032955.56,1040655.75
291.60737823153613,1032622.75,1040319.7
291.6080594074374,1032702.8,1040400.7
291.6087404833379,1032948.2,1040648.44
291.6094215592384,1032675.6,1040373.1
291.61010273513966,1032677.3,1040374.75
291.61078381104744,1032578.56,1040274.94
291.61146488694794,1032628.56,1040325.3
291.61214586273127,1032606.6,1040302.94
291.61282703863253,1032903.4,1040602.4
291.61350811453303,1032657.75,1040354.06
291.6141891904408,1032824.0,1040521.6
291.6148703663421,1032840.8,1040538.3
291.6155514422426,1033113.75,1040813.6
291.61623261814384,1032543.56,1040237.4
291.61691369404434,1032634.1,1040328.44
291.61759466995136,1032573.44,1040266.7
291.61827574573545,1032505.56,1040197.8
291.6189569216367,1032763.0,1040457.4
291.6196379975372,1032567.7,1040259.75
291.6203191734385,1032438.5,1040128.94
291.621000249339,1032359.5,1040048.8
291.62168132524675,1032561.3,1040252.25
291.622362501148,1032680.4,1040372.2
291.62304347704776,1032684.25,1040375.8
291.62372455283185,1032483.06,1040172.3
291.6244057287331,1032574.25,1040264.2
291.6250868046409,1032787.06,1040479.0
291.6257678805414,1032671.0,1040361.6
291.62644905644265,1032663.2,1040353.7
291.62713013234315,1032599.2,1040289.0
291.62781120824366,1032673.0,1040363.56
291.62849228414416,1032498.56,1040187.4
291.6291733599355,1032432.3,1040120.6
291.629854435836,1032575.56,1040265.56
291.6305355117365,1032423.4,1040112.2
291.6312166876378,1032369.94,1040058.56
291.6318977635383,1032574.1,1040265.2
291.63257883944607,1032306.7,1039995.56
291.63326001534733,1032481.25,1040172.44
291.63394099113066,1032403.8,1040094.8
291.63462206703116,1032560.44,1040253.6
291.6353032429324,1032405.9,1040098.2
291.6359843188402,1032707.6,1040403.75
291.6366653947407,1032700.6,1040397.4
291.63734657064197,1032872.5,1040571.7
291.63802764654247,1032665.7,1040363.6
291.63870872232656,1032649.9,1040348.5
291.6393896982336,1032597.25,1040296.1
291.64007087413484,1032553.44,1040252.7
291.64075195003534,1032353.56,1040051.6
291.64143302593584,1032308.5,1040006.9
291.6421142018371,1032589.94,1040291.94
291.6427952777376,1032370.6,1040071.1
291.64347645352973,1032443.6,1040145.6
291.64415752943023,1032517.44,1040220.8
291.64483850533,1032482.8,1040186.5
291.6455195812305,1032330.7,1040033.44
291.64620075713174,1032291.25,1039994.2
291.6468818330395,1032345.44,1040049.5
291.64756290894,1032619.56,1040326.8
291.64824408472487,1032645.75,1040353.56
291.64892516062537,1032557.7,1040265.0
291.64960633652663,1032348.7,1040054.1
291.65028731243365,1032487.2,1040194.1
291.65096838833415,1032425.3,1040131.75
291.65164946423465,1032222.9,1039927.2
291.6523306400195,1032584.0,1040291.8
291.65301171592,1032500.56,1040207.4
291.65369289182127,1032719.7,1040428.44
291.65437396772904,1032774.06,1040483.0
291.65505504362955,1032659.9,1040367.3
291.65573611953005,1032215.1,1039917.7
291.65641719531413,1032759.2,1040466.7
