Time,SAP_FLUX,PDCSAP_FLUX
323.5159745824567,,
323.5166556569675,,
323.51733683147177,,
323.5180179059753,,
323.51869888047804,,
323.51937995495246,,
323.52006112945674,,
323.5207422039384,,
323.5214233784427,,
323.5221044529462,,
323.52278552744974,,
323.523466701954,,
323.52414767643495,,
323.52482875093847,,
323.52550992544275,,
323.52619099991716,,
323.5268720744207,,
323.52755324892496,,
323.52823432343575,,
323.52891539791017,,
323.5295964724137,,
323.5302775469172,,
323.530958621428,,
323.5316397959032,,
323.5323208704067,,
323.5330019449102,,
323.5336831194145,,
323.5343641938889,,
323.5350452683997,,
323.5357263429032,,
323.53640741737763,1032677.1,1040130.3
323.53708849188115,1032635.2,1040087.94
323.53776956638467,1032261.9,1039710.9
323.53845074088895,1032764.25,1040218.3
323.53913181539974,1032866.6,1040321.75
323.53981288987416,1032585.0,1040037.44
323.54049406437844,1032799.56,1040254.2
323.5411750388812,1032914.5,1040370.5
323.541856113392,1032787.06,1040241.94
323.5425371878664,1033012.06,1040469.4
323.5432183623707,1032823.3,1040279.0
323.5438994368742,1032724.3,1040179.4
323.5445805113777,1032665.6,1040120.4
323.545261685882,1032803.0,1040259.5
323.5459427603637,1032638.25,1040093.56
323.54662373486644,1032850.0,1040307.8
323.5473049093707,1032832.06,1040290.25
323.54798598387424,1032623.56,1040080.2
323.54866705834866,1032455.56,1039911.2
323.5493482328602,1032822.3,1040282.2
323.55002930736373,1033136.1,1040599.8
323.550710481868,1032562.25,1040020.94
323.5513915563715,1032845.7,1040307.9
323.5520725308743,1032515.25,1039974.8
323.5527536053851,1032477.9,1039937.94
323.55343477986025,1032845.1,1040309.56
323.5541158543638,1032667.7,1040131.2
323.55479702886805,1032818.4,1040284.2
323.55547810337157,1032627.75,1040092.44
323.556159177846,1032734.9,1040201.5
323.55684035235754,1032590.3,1040056.4
323.5575213268603,1032589.94,1040056.8
323.5582024013638,1032621.1,1040089.1
323.5588835758681,1032674.8,1040144.1
