Time,SAP_FLUX,PDCSAP_FLUX
200.3246880138031,61529.45,69630.336
200.32536912660726,61573.68,69680.71
200.32605023941142,61519.523,69619.055
200.32673135221557,61557.75,69662.555
200.327412465027,61526.254,69626.64
200.328093578064,61487.527,69582.484
200.32877479086892,61564.97,69670.55
200.32945590367308,61529.56,69630.11
200.33013701647724,61550.027,69653.266
200.33081822928216,61488.348,69582.87
200.33149934232642,61546.28,69648.61
200.33218035512982,61591.695,69700.08
200.33286146793398,61556.016,69659.19
200.3335426807389,61536.27,69636.41
200.33422379354306,61505.098,69600.58
200.33490500635526,61486.65,69579.21
200.33558611939225,61507.21,69602.21
200.3362672321964,61548.5,69648.79
200.33694844500133,61532.63,69630.26
200.33762945780472,61509.426,69603.35
200.33831057061616,61627.34,69737.08
200.33899168365315,61546.31,69644.29
200.33967289645807,61545.07,69642.32
200.34035400926223,61487.47,69576.17
200.34103522206715,61612.117,69717.49
200.3417163348713,61503.33,69593.04
200.34239744768274,61573.414,69672.21
200.3430786607205,61549.156,69643.98
200.3437596735239,61545.99,69639.74
200.34444078632805,61596.188,69696.26
200.34512199913297,61577.957,69674.875
200.3458031119444,61531.492,69621.336
200.34648422474856,61526.51,69615.04
200.34716543755349,61571.816,69665.99
200.34784655059048,61604.09,69702.12
200.34852766339463,61509.39,69593.695
200.34920877620607,61614.33,69712.57
200.34988988901023,61569.812,69661.305
200.3505710018144,61541.918,69628.984
200.35125211461855,61487.703,69566.72
200.3519333276563,61580.12,69671.41
200.35261444046046,61580.668,69671.52
200.3532955532719,61499.844,69579.04
200.3539767660768,61487.75,69564.82
200.3546577788802,61559.42,69646.0
200.35533889168437,61517.637,69598.04
200.3560200044958,61467.973,69541.15
200.35670121753355,61580.484,69668.92
200.3573823303377,61544.5,69627.664
200.35806344314187,61596.297,69686.38
200.3587446559468,61583.598,69671.71
200.35942576875095,61537.312,69618.83
200.36010678156163,61448.457,69517.51
200.36078799436655,61553.15,69636.57
200.36146910740354,61584.41,69672.06
200.3621502202077,61509.965,69587.24
200.36283143301262,61540.258,69621.7
200.36351254582405,61584.375,69671.92
200.36419375862897,61476.66,69549.32
200.36487487143313,61562.07,69646.62
200.36555588423653,61540.88,69622.57
200.3662369970407,61481.492,69555.08
200.36691821007844,61543.316,69625.6
200.36759932288987,61526.793,69606.96
200.3682805356948,61554.047,69638.19
200.36896164849895,61500.035,69576.92
200.3696427613031,61492.77,69568.91
200.37032397410803,61528.625,69610.01
200.3710049869187,61554.027,69639.234
200.37168609972287,61500.14,69578.22
200.37236721252702,61571.008,69659.266
200.37304842556478,61467.96,69542.336
200.37372953836893,61536.855,69621.18
200.37441075117385,61640.402,69739.5
200.3750918639853,61563.754,69652.7
200.37577297678945,61572.285,69662.91
200.37645398959285,61543.055,69630.13
200.37713520239777,61580.582,69673.38
200.3778163152092,61598.14,69693.92
200.37849742801336,61570.668,69663.21
200.3791786410511,61521.145,69607.41
200.37985975385527,61523.28,69610.42
200.38054086665943,61525.17,69613.17
200.38122207946435,61623.51,69725.72
200.38190309227502,61595.902,69694.88
200.38258420507918,61585.383,69683.5
200.38326531788334,61553.63,69647.945
200.38394653068826,61555.59,69650.76
200.38462764349242,61537.223,69630.414
200.38530875630386,61504.53,69593.766
200.38598996910878,61532.75,69626.44
200.38667108214577,61648.344,69758.57
200.38735209494916,61597.418,69701.09
200.38803330775409,61543.195,69639.85
200.38871442056552,61524.75,69619.31
200.38939553336968,61486.246,69575.91
200.3900767461746,61573.164,69675.26
200.39075785897876,61568.49,69670.3
200.39143897178292,61567.027,69668.96
200.39212018458784,61509.336,69603.57
200.3928011973985,61499.664,69592.805
200.39348231020267,61502.38,69596.09
200.39416342300683,61584.39,69689.61
200.39484463581175,61523.285,69620.15
200.3955257486159,61447.324,69533.71
200.3962069614281,61528.42,69626.03
200.3968880744651,61528.016,69625.51
200.39756918726926,61600.625,69708.055
200.39825020007265,61552.19,69652.75
200.39893141287757,61575.67,69679.266
200.399612525689,61524.773,69621.06
200.40029373849393,61552.29,69652.086
200.4009748512981,61531.613,69628.21
200.40165596410225,61495.453,69586.67
200.40233717690717,61445.766,69529.695
200.40301828971133,61571.61,69672.53
200.403699302522,61596.438,69700.336
200.40438051532692,61549.203,69646.08
