Time,SAP_FLUX,PDCSAP_FLUX
352.36652613077604,99448.47,
352.3672071107576,99427.09,
352.3678882907334,99406.14,
352.3685693707084,99377.38,
352.36925045068347,99382.516,
352.3699315307822,99343.72,
352.370612710758,99355.15,
352.37129379073303,99405.4,
352.3719748707081,99622.86,
352.3726559506831,99359.56,
352.37333703065815,99456.74,
352.37401811064046,99431.78,
352.3746991906155,99430.0,
352.3753803705913,99395.5,
352.37606145056634,99427.39,
352.37674263054214,99452.46,
352.37742371052445,99357.01,
352.37810469049873,99423.914,
352.37878577047377,99432.664,
352.37946695044957,99441.72,
352.3801480304246,99423.555,
352.3808292104004,99319.23,
352.3815102903827,99372.41,
352.38219137035776,99388.04,
352.38287255033356,99392.516,
352.38355353042425,99424.66,
352.38423461040657,99413.81,
352.38491579038237,99470.1,
352.3855968703574,99371.695,
352.38627795033244,99390.57,
352.38695913030824,99422.06,105575.375
352.3876402102833,99217.87,105358.67
352.3883212902656,99385.3,105536.38
352.38900237024063,99424.695,105578.22
352.38968345021567,99356.42,105505.78
352.3903645301907,99367.76,105517.84
352.3910457102829,99431.13,105585.14
352.39172679026524,99423.38,105576.945
352.3924078702403,99469.65,105626.086
352.3930890502161,99439.72,105594.37
352.3937701301911,99369.22,105519.59
352.39445121016615,99472.88,105629.664
352.3951322901412,99441.4,105596.305
352.3958133701235,99247.62,105390.7
352.39649445021496,99375.09,105526.06
352.39717553019,99377.53,105528.71
352.3978567101658,99418.95,105572.74
352.39853779014084,99411.984,105565.414
352.39921887012315,99314.91,105462.47
352.39990005009895,99374.98,105526.3
352.4005810300732,99281.26,105426.914
352.40126211004826,99412.51,105566.3
352.4019431901397,99439.08,105594.57
352.4026243701228,99431.0,105586.08
352.40330545009783,99480.19,105638.37
352.40398653007287,99366.86,105518.18
352.40466771004867,99326.06,105474.984
352.4053487900237,99413.45,105567.81
352.4060297701217,99400.734,105554.414
352.4067109500975,99430.81,105586.43
352.4073920300725,99468.84,105626.89
352.40807311004755,99368.06,105520.03
352.40875429002335,99374.7,105527.17
352.4094353699984,99419.99,105575.336
352.4101165500979,99307.51,105456.055
352.4107976300729,99414.07,105569.26
352.4114786100472,99318.76,105468.19
352.41215969002224,99399.77,105554.27
