Time,SAP_FLUX,PDCSAP_FLUX
291.41647811446455,58820.645,
291.4171591862905,58772.586,69696.664
291.41784035811725,58700.816,69611.72
291.4185214299432,58690.137,69598.99
291.4192024017684,58743.188,69661.61
291.41988347360166,58713.086,69625.92
291.4205646456612,58800.977,69729.71
291.4212457174872,58862.723,69802.61
291.4219268893139,58790.418,69717.03
291.4226079611399,58704.934,69615.88
291.42328903296584,58789.13,69715.305
291.4239701047991,58770.746,69693.48
291.42465117662505,58795.133,69722.21
291.425332248451,58743.3,69660.83
291.426013320277,58763.74,69684.89
291.4266944921037,58665.727,69568.93
291.42737556393695,58832.47,69765.945
291.4280566357629,58780.55,69704.47
291.42873780758964,58750.277,69668.586
291.4294188794156,58714.52,69626.22
291.4300999512416,58683.62,69589.59
291.43078102306754,58766.184,69687.1
291.4314620949008,58767.336,69688.37
291.43214316672675,58668.34,69571.25
291.4328242385527,58866.816,69805.8
291.43350541037944,58782.6,69706.16
291.4341864822054,58735.805,69650.75
291.43486755403865,58797.574,69723.695
291.4355487258654,58724.25,69636.94
291.4362296979234,58742.26,69658.16
291.4369107697494,58833.58,69766.04
291.4375919415761,58827.223,69758.46
291.43827301340934,58810.63,69738.78
291.4389540852353,58823.99,69754.516
291.43963525706204,58840.258,69773.695
291.440316328888,58742.88,69658.54
291.44099750071473,58773.64,69694.86
291.4416784725472,58743.496,69659.195
291.4423595443732,58765.68,69685.39
291.44304061619914,58784.65,69707.79
291.44372178802587,58848.184,69782.88
291.44440285985183,58800.86,69726.93
291.44508403167856,58817.312,69746.375
291.4457651035118,58767.367,69687.336
291.44644617533777,58773.902,69695.07
291.447127147163,58784.062,69707.1
291.4478083189897,58712.47,69622.49
291.44848939081567,58693.863,69600.53
291.44917056264967,58817.02,69746.164
291.44985163447564,58824.13,69754.62
291.4505327063016,58785.113,69708.55
291.45121377812757,58784.367,69707.72
291.4518949499543,58841.21,69774.984
291.4525759217868,58774.957,69696.734
291.45325699361274,58784.332,69707.89
291.45393816543947,58801.684,69728.484
291.45461923726543,58787.914,69712.29
291.4553003090914,58765.957,69686.414
291.4559814809181,58835.332,69768.52
291.45666255275137,58755.035,69673.69
291.45734362457733,58835.055,69768.38
291.45802459640254,58772.324,69694.32
291.45870576822927,58799.133,69726.12
291.45938684005523,58779.965,69703.56
291.4600679118885,58794.176,69720.46
291.4607490837152,58762.402,69683.01
291.46143015554117,58754.375,69673.625
291.46211122736713,58733.793,69649.4
291.46279239919386,58807.41,69736.53
291.46347337102634,58801.742,69729.93
291.4641544428523,58783.98,69709.04
291.46483561467903,58769.125,69691.586
291.465516686505,58765.55,69687.46
291.46619775833096,58719.297,69632.88
291.4668789301577,58733.24,69649.47
291.46756000199093,58785.695,69711.57
291.4682410738169,58744.863,69663.39
291.4689220456421,58780.547,69705.67
291.46960321746883,58707.934,69619.914
291.47028428930207,58769.555,69692.84
291.47096536112804,58743.758,69662.43
291.47164653295476,58876.625,69819.58
291.47232760478073,58800.387,69729.53
291.47300877660746,58791.316,69718.88
291.4736898484334,58803.02,69732.79
291.4743708202659,58813.613,69745.38
291.47505189209187,58763.91,69686.7
291.4757330639186,58781.938,69708.07
291.47641413574456,58713.99,69627.805
291.4770953075713,58793.434,69721.78
291.47777637940453,58708.008,69620.85
291.4784574512305,58708.168,69621.09
291.4791386230572,58794.914,69723.69
291.47981959488243,58743.34,69662.766
291.4805006667084,58721.49,69636.98
291.4811818385351,58777.41,69703.125
291.48186291036836,58797.09,69726.43
291.48254398219433,58839.11,69776.14
291.48322515402106,58805.316,69736.23
291.483906225847,58799.938,69729.9
