Time,SAP_FLUX,PDCSAP_FLUX
260.2154228072977,57604.004,
260.2161038907652,57655.473,68196.14
260.2167850742335,57637.504,68173.53
260.21746615746815,57589.29,68115.25
260.21814724093565,57624.02,68155.086
260.21882822440966,57582.105,68104.39
260.2195094078779,57633.08,68163.57
260.2201904913454,57650.285,68182.91
260.2208715748129,57638.418,68167.92
260.2215527582812,57623.246,68149.11
260.2222338417487,57637.965,68165.69
260.22291492522345,57531.79,68039.41
260.2235961086917,57637.96,68164.22
260.22427709215845,57589.13,68105.84
260.22495817562594,57664.812,68194.72
260.2256393590942,57629.195,68152.08
260.226320442569,57652.19,68178.78
260.2270015260365,57599.855,68116.48
260.22768270950473,57678.22,68208.72
260.22836379297223,57638.47,68161.39
260.22904487643973,57646.76,68170.9
260.2297259599145,57568.887,68078.59
260.23040704314917,57604.676,68120.69
260.23108812661667,57600.44,68115.51
260.23176921008417,57613.727,68131.08
260.2324503935524,57608.02,68124.234
260.2331314770272,57629.273,68149.305
260.2338125604947,57612.516,68129.47
260.23449374396296,57626.79,68146.34
260.2351747274297,57698.98,68231.72
260.2358558108972,57682.727,68212.56
260.23653699436545,57689.453,68220.61
260.2372180778402,57634.5,68155.76
260.2378991613077,57636.2,68157.91
260.238580344776,57661.508,68187.984
260.2392614282435,57615.51,68133.79
260.239942511711,57606.805,68123.69
260.24062349495216,57584.38,68097.39
260.2413046784204,57632.418,68154.414
260.2419857618879,57662.15,68189.805
260.2426669453562,57632.082,68154.516
260.2433480288237,57656.516,68183.66
260.24402911229845,57617.363,68137.65
260.2447102957667,57686.023,68219.09
260.2453913792342,57651.707,68178.81
260.24607236270094,57668.7,68199.18
260.2467535461692,57623.625,68146.19
260.247434629644,57650.23,68177.93
260.24811571287864,57638.953,68164.88
260.2487968963469,57662.51,68193.016
260.2494779798144,57681.23,68215.42
260.2501590632819,57590.582,68108.53
260.25084024675016,57631.297,68156.93
260.25152123022417,57710.723,68251.07
260.25220231369167,57643.855,68172.266
260.2528834971599,57666.81,68199.625
260.2535645806274,57644.086,68172.98
